title,year,genre,imdb
Ready or Not,2008,Comedy,4.8
Remarkable Power,2008,Comedy,5.5
Steam,2008,Drama,4.6
Trailer Park of Terror,2008,Horror,5.2
Witches' Night,2008,Horror,4.5
The Seven of Daran: The Battle of Pareo Rock,2008,Family,6
Horsemen,2008,"Crime, Drama, Mystery",5.6
How to Train Your Dragon,2008,"Animation, Action, Adventure",8.1
Monsters vs. Aliens,2008,"Animation, Action, Adventure",6.4
Shrek Forever After,2008,"Animation, Adventure, Comedy",6.3
Outpost,2008,"Action, Horror, Sci-Fi",5.9
That One Night,2008,Comedy,6.2
The Dissection of Thanksgiving,2008,Comedy,5.9
Kiss the Bride,2008,"Comedy, Romance",5.6
Robodoc,2008,"Comedy, Sci-Fi",4.2
Daylight Robbery,2008,"Crime, Drama, Thriller",6
Franklyn,2008,"Drama, Fantasy, Sci-Fi",6.2
Loaded,2008,"Action, Crime, Drama",4.5
Never Forget,2008,"Crime, Mystery, Thriller",4.3
Immortal,2008,Action,6.1
Blonde and Blonder,2008,"Comedy, Crime",2.8
Kill Theory,2008,"Horror, Thriller",5.4
The Loss of a Teardrop Diamond,2008,"Drama, Romance",5.8
Conjurer,2008,"Horror, Thriller",4.8
Deadgirl,2008,Horror,5.6
Cleaner,2008,"Crime, Mystery, Thriller",6.1
The Echo,2008,"Drama, Horror, Mystery",5.6
I Know Who Killed Me,2008,"Crime, Drama, Mystery",3.6
The Road,2008,Drama,7.2
Love Happens,2008,"Drama, Romance",5.7
100 Feet,2008,"Horror, Mystery, Thriller",5.5
Don't Fade Away,2008,Drama,4.9
The Key Man,2008,"Crime, Drama, Thriller",5.4
Boogeyman 2,2008,"Drama, Horror, Thriller",5
Bride Wars,2008,"Comedy, Romance",5.5
Life Is Hot in Cracktown,2008,"Crime, Drama",6.1
Psych:9,2008,"Horror, Mystery, Thriller",4.4
Rise of the Footsoldier,2008,"Action, Biography, Crime",6.8
Another Perfect Stranger,2008,Drama,6.6
Care Bears: Oopsy Does It!,2008,"Animation, Family",4.3
Death on Demand,2008,Horror,3.4
Entry Level,2008,"Comedy, Drama",5.7
Hindsight,2008,"Drama, Mystery, Thriller",5
Grindin',2008,Comedy,2.9
I Sell the Dead,2008,"Comedy, Horror",6.1
Nite Tales: The Movie,2008,"Horror, Thriller",4
Under Still Waters,2008,"Drama, Thriller",5.1
The Waiting Room,2008,"Drama, Romance",6.4
Acolytes,2008,"Crime, Drama, Horror",5.5
Westbrick Murders,2008,"Action, Crime, Thriller",2.4
The Wager,2008,Drama,5.2
Hooking Up,2008,"Comedy, Drama",2.5
The Hobbit: An Unexpected Journey,2008,"Adventure, Fantasy",7.8
September,2008,Drama,6.4
Love & Mercy,2008,"Biography, Drama, Music",7.4
For the Love of a Dog,2008,Family,4.9
Prom Wars: Love Is a Battlefield,2008,Comedy,5.4
Normal,2008,Drama,5.9
Waiting for Dublin,2008,Romance,4.6
The Grind,2008,"Crime, Thriller",2.5
Recon 7 Down,2008,War,3.4
Why Did I Get Married?,2008,"Comedy, Drama",5.9
Bagboy,2008,Comedy,4.4
Sukiyaki Western Django,2008,"Action, Western",6.2
Ball Don't Lie,2008,Drama,4.6
The Broken,2008,"Drama, Horror, Thriller",5.4
Corroboree,2008,"Drama, Mystery",4.7
Player 5150,2008,"Action, Drama",5
The 27 Club,2008,Drama,6.6
Walk All Over Me,2008,"Crime, Drama, Thriller",5.7
Wicked Lake,2008,Horror,2.9
The Bridge,2008,Drama,6.9
Dakota Skye,2008,"Drama, Romance",6.6
To a Tee,2008,"Comedy, Drama, Romance",4.7
Frequently Asked Questions About Time Travel,2008,"Comedy, Sci-Fi",7.1
Breakfast with Scot,2008,"Comedy, Drama, Music",6.8
Nightmare City 2035,2008,"Action, Sci-Fi",3.3
Goyband,2008,Comedy,5.3
I Know How Many Runs You Scored Last Summer,2008,"Comedy, Crime, Horror",3.5
In the Electric Mist,2008,"Crime, Drama, Mystery",6.1
Life in Flight,2008,"Comedy, Drama, Romance",5.2
WALL·E,2008,"Animation, Adventure, Family",8.4
Beyond the Ring,2008,"Action, Drama, Family",3.3
Armored,2008,"Action, Crime, Thriller",5.7
The Marc Pease Experience,2008,"Comedy, Drama, Music",4
Young People Fucking,2008,"Comedy, Drama, Romance",6.2
Dark Spirits,2008,"Horror, Thriller",3.2
Quiet City,2008,Drama,6.4
Blood Predator,2008,"Horror, Sci-Fi",2.3
Brain Dead,2008,Horror,5.1
Head Case,2008,"Crime, Horror",4.4
House Under Siege,2008,"Action, Thriller",4.5
44 Inch Chest,2008,"Crime, Drama",5.8
Familiar Strangers,2008,"Comedy, Drama",5.6
Cold Earth,2008,Thriller,2.9
Fast Girl,2008,"Family, Sport",4.5
Grizzly Park,2008,"Adventure, Comedy, Horror",4
Jackboots on Whitehall,2008,"Animation, Comedy, Sci-Fi",5.3
This Is Not a Test,2008,"Comedy, Drama",4.2
I Do... I Did!,2008,"Comedy, Drama, Romance",3
Plaguers,2008,"Horror, Sci-Fi",2.7
Saving Sarah Cain,2008,Drama,6.1
Victim,2008,"Horror, Thriller",6
The Cook,2008,"Comedy, Horror",4
Magus,2008,"Fantasy, Horror",3.3
Left for Dead,2008,"Action, Horror, Western",3.7
Doubt,2008,"Drama, Mystery",7.5
Over the GW,2008,Drama,4.7
Parasomnia,2008,"Horror, Thriller",5.2
Tooth and Nail,2008,"Drama, Horror, Thriller",4.8
Baghead,2008,"Comedy, Drama, Horror",6
Beauty and the Beast: A Latter-Day Tale,2008,"Drama, Romance",6.1
The Dead Undead,2008,"Action, Horror, Sci-Fi",2.9
Ezra,2008,Drama,6.5
Truth About Kerry,2008,"Drama, Mystery, Thriller",5.1
We Are the Strange,2008,"Animation, Action, Adventure",5.6
The Year of Getting to Know Us,2008,"Comedy, Drama",4.6
Dogging: A Love Story,2008,"Comedy, Drama",4.5
Strike of the Tortured Angels,2008,Action,2.7
XII,2008,"Horror, Thriller",4.1
Heatstroke,2008,"Action, Horror, Sci-Fi",2.9
Tyrannosaurus Azteca,2008,"Action, Adventure, Comedy",2.9
Around June,2008,"Animation, Drama, Fantasy",5
Dance of the Dead,2008,"Action, Comedy, Horror",5.8
Harry Potter and the Deathly Hallows: Part 1,2008,"Adventure, Family, Fantasy",7.7
Harvest Moon,2008,Horror,6.1
Missionary Man,2008,"Action, Drama, Thriller",5.1
Road to Red,2008,"Action, Adventure, Horror",4.2
Terror Inside,2008,"Horror, Sci-Fi, Thriller",3
The Boys Are Back,2008,Drama,6.8
Carnera: The Walking Mountain,2008,"Biography, Drama, Sport",5.5
The Box,2008,"Crime, Thriller",4.7
The Double Born,2008,"Drama, Thriller",4.5
Heber Holiday,2008,Comedy,3.4
Legend of the Bog,2008,"Horror, Thriller",3.1
Naked Boys Singing!,2008,"Comedy, Musical",6
Lezione 21,2008,Drama,6.3
The Penthouse,2008,Comedy,3.6
Anton,2008,"Action, Drama, Romance",5
Deep Gold,2008,Action,3
Last Stop for Paul,2008,Comedy,6.4
Brothers War,2008,"History, War",2.9
The Man in the Silo,2008,Drama,5.3
Older Than America,2008,Drama,5.3
Polycarp,2008,"Crime, Horror, Romance",2.7
9-Jun,2008,"Horror, Mystery, Thriller",4.8
"Glenn, the Flying Robot",2008,"Drama, Sci-Fi",3.8
The Hitchhiker,2008,"Horror, Thriller",3.6
Supercroc,2008,"Action, Adventure, Horror",2.2
The Waiter,2008,"Action, Crime, Drama",5.1
Rabbit Hole,2008,Drama,7
Consequences,2008,Thriller,2.9
Transylmania,2008,"Comedy, Horror",3.8
Already Dead,2008,"Action, Crime, Thriller",5.6
Sappho,2008,"Drama, Romance",4.7
This Christmas,2008,"Comedy, Drama, Romance",6.3
A Broken Life,2008,Drama,5.1
The Last Airbender,2008,"Action, Adventure, Family",4
Bane,2008,"Horror, Sci-Fi",3.4
The Final Winter,2008,"Drama, Sport",7
Freaky Deaky,2008,"Comedy, Crime, Thriller",6
Silent Hill: Revelation,2008,"Fantasy, Horror",5
Ten Empty,2008,Drama,5.2
Virus Undead,2008,"Crime, Fantasy, Horror",3.5
The Last Lullaby,2008,"Drama, Mystery",6.3
The Road to Empire,2008,Thriller,3.2
Gangsta Rap: The Glockumentary,2008,Comedy,4.2
Arthur 3: la guerre des deux mondes,2008,"Animation, Adventure, Family",5.5
Arthur et la vengeance de Maltazard,2008,"Animation, Adventure, Family",5.3
Shelter,2008,"Drama, Romance, Sport",7.6
The Uninvited,2008,"Horror, Thriller",4
Naked Fear,2008,"Horror, Thriller",5.2
Searchers 2.0,2008,"Comedy, Drama",5.8
Call Back,2008,"Horror, Thriller",3.9
Resurrection Mary,2008,"Horror, Romance, Thriller",4.5
Who Is KK Downey?,2008,Comedy,5.1
The Bird Can't Fly,2008,Drama,6.5
Source Code,2008,"Action, Drama, Mystery",7.5
The Watermelon,2008,"Comedy, Drama, Romance",5.3
The Haunting of Marsten Manor,2008,"Horror, Mystery",3.6
Odysseus & the Isle of Mists,2008,"Action, Adventure, Fantasy",4.3
ROT: Reunion of Terror,2008,Horror,3.7
A Bothered Conscience,2008,Horror,4.2
Lakeview Terrace,2008,"Crime, Drama, Thriller",6.1
The Amazing Spider-Man,2008,"Action, Adventure, Sci-Fi",6.9
Winged Creatures,2008,"Crime, Drama",5.7
Passed the Door of Darkness,2008,Thriller,3.3
The New Twenty,2008,Drama,5.1
Flick,2008,"Comedy, Crime, Horror",4.9
The Last Man,2008,Sci-Fi,3.3
Mad Money,2008,"Comedy, Crime, Thriller",5.8
El lince perdido,2008,"Animation, Action, Adventure",5.3
The New Daughter,2008,"Horror, Thriller",5.3
Shotgun Stories,2008,"Drama, Thriller",7.2
Crooked Business,2008,"Comedy, Crime",5
The Vintner's Luck,2008,"Drama, Fantasy, Romance",5.6
The Killer Inside Me,2008,"Crime, Drama, Thriller",6.1
Cass,2008,"Biography, Crime, Drama",6.5
The Yellow Handkerchief,2008,"Drama, Romance",6.7
Noah's Arc: Jumping the Broom,2008,"Drama, Romance",6.8
Hot Rod Horror,2008,"Action, Horror",2.6
The Ten Commandments,2008,"Animation, Family",2.9
Pink Eye,2008,Horror,3.4
Reach Me,2008,"Comedy, Crime, Drama",4.9
Nine Dead,2008,"Crime, Drama, Horror",5.5
Revolutionary Road,2008,"Drama, Romance",7.3
The Black Waters of Echo's Pond,2008,"Fantasy, Horror, Thriller",4.4
Wake,2008,"Comedy, Drama, Romance",5.6
Winter of Frozen Dreams,2008,"Crime, Drama",4.7
Adventures of Power,2008,"Comedy, Music",5.9
Bedtime Stories,2008,"Comedy, Family, Fantasy",6
The Canyon,2008,Thriller,5.9
Holding Trevor,2008,"Drama, Romance",5.5
You,2008,Drama,5.7
Zombie Strippers!,2008,"Comedy, Horror, Sci-Fi",4.1
The Passage,2008,"Drama, Thriller",6.2
Fireflies in the Garden,2008,Drama,6.5
The Last Gateway,2008,Sci-Fi,4.3
Butterfly Dreaming,2008,"Drama, Fantasy",5
Cabin Fever 2: Spring Fever,2008,Horror,4.3
The Escapist,2008,"Crime, Drama, Thriller",6.7
High School Musical 3: Senior Year,2008,"Comedy, Drama, Family",4.8
Repo! The Genetic Opera,2008,"Horror, Musical, Sci-Fi",6.6
"Angus, Thongs and Perfect Snogging",2008,"Comedy, Drama, Romance",6.3
B-Girl,2008,"Drama, Music, Romance",3.9
Drawn by Pain,2008,Action,3.8
The Fighter,2008,"Biography, Drama, Sport",7.8
MindFlesh,2008,"Horror, Sci-Fi, Thriller",3.7
Pathology,2008,"Crime, Thriller",6
St. Trinian's,2008,"Comedy, Family",5.8
Breaking Point,2008,"Action, Crime, Drama",4.8
Rain,2008,Drama,6.6
The Merry Gentleman,2008,"Crime, Drama, Thriller",6.5
The Conspirator,2008,"Crime, Drama, History",6.9
The Evil Woods,2008,Horror,2.5
Dog Gone,2008,"Comedy, Family, Fantasy",4.7
Strange Frame: Love & Sax,2008,"Animation, Crime, Music",7.1
The Toe Tactic,2008,"Animation, Drama",5.4
White Wall,2008,"Action, Mystery, Sci-Fi",5.7
Hugo,2008,"Drama, Family, Fantasy",7.5
City of Ember,2008,"Adventure, Family, Fantasy",6.5
Spike,2008,"Fantasy, Horror, Romance",3.2
Miss Pettigrew Lives for a Day,2008,"Comedy, Romance",7.1
Imagination,2008,"Animation, Fantasy",3.4
Mutant Vampire Zombies from the 'Hood!,2008,"Action, Comedy, Horror",3.8
The Devil Dared Me To,2008,"Action, Comedy",5.5
The Chosen One,2008,"Comedy, Drama",4.5
Film Noir,2008,"Animation, Crime, Mystery",6.4
Frownland,2008,"Comedy, Drama",6.3
Long Pigs,2008,Horror,5.9
A Perfect Getaway,2008,"Drama, Mystery, Thriller",6.5
Back Roads,2008,"Crime, Drama, Thriller",6.6
Blackbird,2008,Drama,6.1
Midlothia,2008,Drama,5.5
Shut Up and Deal,2008,Comedy,3.3
Modus Operandi,2008,"Crime, Thriller",4.8
Ninja Cheerleaders,2008,"Action, Comedy",3.3
Red,2008,"Drama, Thriller",7
The Bridge to Nowhere,2008,"Crime, Drama",5.4
Steel Trap,2008,"Horror, Thriller",4.3
Headhunter: The Assessment Weekend,2008,"Action, Thriller",3.4
Fragment,2008,"Horror, Sci-Fi, Thriller",3.3
When Night Falls,2008,"Horror, Thriller",5.6
Inconceivable,2008,"Comedy, Drama",3.1
Creation,2008,"Biography, Drama, Romance",6.7
Chemical Wedding,2008,"Horror, Mystery, Sci-Fi",4.8
The Land of the Astronauts,2008,Drama,4.8
The Other Man,2008,"Drama, Mystery, Thriller",5.4
Three Minute Moments,2008,"Comedy, Drama, Romance",3.4
17 Again,2008,"Comedy, Drama, Fantasy",6.3
The Velveteen Rabbit,2008,"Animation, Drama, Family",6.3
Bad Biology,2008,"Comedy, Horror",4.7
Hitchcock,2008,"Biography, Drama, Romance",6.8
Kisses,2008,Drama,7.3
Minty: The Assassin,2008,"Action, Adventure, Comedy",3.7
RSO: Registered Sex Offender,2008,Comedy,5.8
Sinatra Club,2008,"Action, Biography, Crime",5
Bloodsucking Babes from Burbank,2008,Horror,3.2
Faded Dreams,2008,"Action, Drama, Sport",3.7
Bandslam,2008,"Comedy, Drama, Family",6.3
Broken Windows,2008,Drama,4.3
"Surfer, Dude",2008,Comedy,4.7
Hero Wanted,2008,"Action, Crime, Thriller",5.6
Arte de Roubar,2008,"Action, Comedy, Crime",6.3
Interception,2008,Action,2.4
Too Young to Marry,2008,"Comedy, Drama, Romance",5.5
The Vanguard,2008,"Action, Horror, Sci-Fi",3.2
The Neighbor,2008,"Comedy, Romance",5.4
La cucina,2008,Drama,4.7
Lottery Ticket,2008,Comedy,5
Into the Arms of Strangers,2008,"Drama, Mystery, Thriller",5.5
The Chronicles of Narnia: The Voyage of the Dawn Treader,2008,"Adventure, Family, Fantasy",6.3
Four,2008,"Drama, Romance",5.9
Like Dandelion Dust,2008,Drama,7
The Lucky Ones,2008,"Comedy, Drama, War",6.9
Midnight Movie,2008,"Fantasy, Horror, Thriller",5.1
Nick and Norah's Infinite Playlist,2008,"Comedy, Drama, Music",6.6
Road to Victory,2008,"Drama, Sport",5
The Adventures of Tintin,2008,"Animation, Action, Adventure",7.3
You're Nobody 'til Somebody Kills You,2008,"Horror, Thriller",3.1
Real Time,2008,"Comedy, Drama",6.7
Fantasy Island,2008,"Action, Adventure, Fantasy",4.9
Incendiary,2008,"Drama, Romance, Thriller",5.8
Multiple Sarcasms,2008,Drama,4.9
Slices,2008,"Horror, Sci-Fi",2.6
Dark Floors,2008,"Action, Fantasy, Horror",4.5
Bounty,2008,Western,2.9
Garrison,2008,Drama,3.5
Night Crawlers,2008,"Comedy, Horror",3.7
Miss Conception,2008,"Comedy, Romance",4.6
The Smell of Success,2008,Comedy,5.3
French Film,2008,"Comedy, Romance",6.5
Surrogates,2008,"Action, Sci-Fi, Thriller",6.3
Marked,2008,Thriller,3.6
Chronic Town,2008,Drama,5.6
One-Eyed Monster,2008,"Comedy, Horror, Sci-Fi",4.2
Killer Movie,2008,"Comedy, Horror, Mystery",4.5
27 Dresses,2008,"Comedy, Romance",6.1
Donkey Punch,2008,"Crime, Drama, Horror",5.1
Karma Police,2008,"Crime, Drama",3.9
In Search of a Midnight Kiss,2008,"Comedy, Romance",7.2
Dear John,2008,"Drama, Romance, War",6.3
Suspension,2008,"Action, Drama, Fantasy",5.1
Detention,2008,"Horror, Thriller",3
Sarah Landon and the Paranormal Hour,2008,"Family, Horror, Mystery",3.7
Chop Shop,2008,Drama,7.3
Ingenious,2008,"Comedy, Drama, Romance",5.8
David & Fatima,2008,"Drama, Romance, War",4.7
Em,2008,Drama,7.1
Dead Air,2008,"Horror, Sci-Fi, Thriller",5.2
Adventure Scouts,2008,"Action, Adventure, Comedy",6
Ghost Town,2008,"Comedy, Drama, Fantasy",6.7
Brutal Massacre: A Comedy,2008,Comedy,6
Community College,2008,Comedy,4.9
The Courier,2008,"Action, Crime, Drama",4.5
In Her Skin,2008,"Drama, Thriller",6.4
The Extendables,2008,Comedy,3.6
Attack of the Giant Leeches,2008,"Comedy, Drama, Horror",1.4
Farm House,2008,"Horror, Mystery, Thriller",5.5
Otis,2008,"Comedy, Crime, Horror",6
Alien Raiders,2008,"Action, Horror, Sci-Fi",5.6
The Butcher,2008,"Action, Thriller",5.4
College Road Trip,2008,"Adventure, Comedy, Drama",4.3
An Englishman in New York,2008,Drama,7.2
Bled,2008,Horror,2.9
The Experiment,2008,"Drama, Thriller",6.4
Forest of the Dead,2008,"Comedy, Horror",2.8
Christmas Cottage,2008,"Biography, Drama",6.4
Nailed,2008,"Action, Comedy, Horror",6.8
Straw Dogs,2008,"Action, Drama, Thriller",5.8
Chronicles of an Exorcism,2008,Horror,3.3
The Fear Chamber,2008,Horror,3.3
Pledge of Allegiance,2008,Thriller,4.2
Prism,2008,"Drama, Mystery, Sci-Fi",3.9
The Rental,2008,"Horror, Thriller",5.7
A Christmas Prince: The Royal Baby,2008,"Family, Romance",5.3
Pilgrim's Progress,2008,"Adventure, Fantasy",6.2
Prince of Broadway,2008,Drama,6.8
Sex and the City,2008,"Comedy, Drama, Romance",5.6
Bull,2008,Drama,6.7
Snatchers,2008,"Comedy, Horror, Sci-Fi",5.7
Family Obligations,2008,"Comedy, Drama",5.2
IRIS: A Space Opera by Justice,2008,Music,8
He's Just Not That Into You,2008,"Comedy, Drama, Romance",6.4
Megamind,2008,"Animation, Action, Comedy",7.2
My Father's Will,2008,Drama,5.5
Perestroika,2008,Drama,4.3
Contract Killers,2008,"Action, Thriller",4.5
Witless Protection,2008,"Comedy, Crime",3.3
The Protector,2008,"Comedy, Romance",5.5
2:13,2008,"Drama, Mystery, Thriller",4.9
The Young Messiah,2008,"Drama, Fantasy",5.6
Dead Country,2008,Horror,3
House of Fears,2008,"Horror, Thriller",4.8
Lie to Me,2008,"Drama, Romance",6
The Map Reader,2008,Drama,5.2
Perrier's Bounty,2008,"Action, Comedy, Crime",6.4
Sleepwalker,2008,Horror,5.8
Staged Killer,2008,Thriller,3.4
Once Upon a Time in Deadwood,2008,Western,2.8
Scare Attraction,2008,Horror,4
Unhinged,2008,"Action, Thriller",6.2
The Knight Before Christmas,2008,"Adventure, Comedy, Drama",5.5
Kings of the Evening,2008,Drama,5.9
Last Breath,2008,Horror,3.9
The Other Side of the Tracks,2008,"Drama, Fantasy, Mystery",5.1
The Open Road,2008,"Comedy, Drama",5.4
Zack and Miri Make a Porno,2008,"Comedy, Romance",6.5
The Iron Lady,2008,"Biography, Drama",6.4
iMurders,2008,"Crime, Drama, Horror",4.1
Diminished Capacity,2008,Comedy,5.6
The Narrows,2008,"Crime, Drama, Thriller",6.2
Proud American,2008,Drama,1.1
Flat Earth: To the Edge and Back,2008,Comedy,3.5
Blood on Her Name,2008,"Crime, Drama, Thriller",5.5
The Exigency,2008,Sci-Fi,6.5
Anna Nicole,2008,"Biography, Drama",4.4
The Minis,2008,"Comedy, Sport",3.8
Crimes of the Past,2008,"Action, Drama, Thriller",4.2
Holiday Rush,2008,"Comedy, Drama, Family",4.8
Dybbuk Box: The Story of Chris Chambers,2008,Horror,5.5
Mo,2008,"Comedy, Drama, Family",6.5
Surveillance,2008,"Drama, Romance, Thriller",5.2
The Party Planner,2008,Thriller,4.7
The Poughkeepsie Tapes,2008,"Horror, Mystery, Sci-Fi",6.1
Lullaby,2008,Thriller,4.7
Always a Bridesmaid,2008,"Comedy, Romance",5.6
2177: The San Francisco Love Hacker Crimes,2008,Sci-Fi,1.5
Tribal Get Out Alive,2008,"Action, Horror, Thriller",6.9
Scare Me,2008,Horror,3.4
Helen,2008,Drama,6.3
Loins of Punjab Presents,2008,"Comedy, Music",7
The Man Who Came Back,2008,"Action, Drama, Western",5
Milk,2008,"Biography, Drama",7.5
Dylan Dog: Dead of Night,2008,"Action, Comedy, Crime",5.1
42nd Street: The Musical,2008,Musical,8
Alice in Wonderland,2008,"Adventure, Family, Fantasy",6.4
The Least of These,2008,"Drama, Mystery, Thriller",6.1
A Shine of Rainbows,2008,"Drama, Family",7.1
Beverly Hills Chihuahua,2008,"Adventure, Comedy, Drama",3.8
Rule of Three,2008,"Horror, Thriller",5
The Understudy,2008,"Comedy, Drama",5.3
Chasing Molly,2008,"Comedy, Crime",6
The Quarry,2008,"Crime, Mystery, Thriller",5.2
Adopt a Sailor,2008,Drama,7.1
Frat House Massacre,2008,"Horror, Thriller",4.9
The Reflecting Pool,2008,Drama,6.4
The Sisterhood of Night,2008,"Drama, Mystery, Thriller",6.2
Train,2008,"Horror, Thriller",4.7
Turn Around,2008,Drama,6
Columbus Day,2008,"Crime, Drama, Thriller",5.3
30 Days to Die,2008,Horror,2.4
Battle Planet,2008,Sci-Fi,3.9
NT Live: Cyrano de Bergerac,2008,"Drama, Romance",8.8
Fame,2008,"Comedy, Drama, Musical",5.1
The Cursed,2008,"Horror, Romance, Thriller",5.9
Splintered,2008,"Horror, Thriller",4
Days of Wrath,2008,Drama,6.8
House of Usher,2008,"Horror, Thriller",2.9
The Runaways,2008,"Biography, Drama, Music",6.5
Sympathy,2008,"Drama, Horror, Mystery",5.1
Dangerous Lies,2008,"Drama, Mystery, Thriller",5.2
Dog Town,2008,Animation,4
Assassination of a High School President,2008,"Comedy, Crime, Mystery",6.2
Yonkers Joe,2008,"Comedy, Crime, Thriller",6.4
The Haunting of La Llorona,2008,Horror,2.7
Don't Let Them In,2008,Horror,4.7
Something Is Killing Tate,2008,Drama,6.9
Girlfriend Experience,2008,Drama,4.8
Night Train,2008,"Crime, Horror, Mystery",5.7
Selma,2008,"Biography, Drama, History",7.5
Eden Lake,2008,"Horror, Thriller",6.8
Infestation,2008,"Action, Adventure, Comedy",5.9
Killer in Law,2008,Thriller,5
Lesbian Vampire Killers,2008,"Action, Comedy, Fantasy",5.1
Eden,2008,Drama,5.9
Odd Brodsky,2008,Comedy,6.9
Christmas a la Mode,2008,Romance,6.7
As I Am,2008,"Drama, Fantasy, Romance",9.3
Minghags,2008,Comedy,5.3
Pig Hunt,2008,"Action, Horror, Thriller",4.7
Never Back Down,2008,"Action, Drama, Sport",6.6
Of Boys and Men,2008,Drama,6
Outrage,2008,"Fantasy, Thriller",3.6
True Adolescents,2008,"Comedy, Drama",6.1
Universal Soldiers,2008,"Action, Adventure, Sci-Fi",1.7
Doghouse,2008,"Comedy, Horror, Sci-Fi",6
Monster Island,2008,"Action, Adventure, Sci-Fi",2.6
D-Day,2008,"Action, Drama, History",4.4
The Local,2008,"Action, Drama",5.6
Prey,2008,"History, Horror, Thriller",2.2
Wild Child,2008,"Comedy, Drama, Romance",6.1
Ghost,2008,Drama,5.5
Session,2008,Drama,2.6
Choke,2008,"Comedy, Drama",6.4
$5 a Day,2008,"Comedy, Drama",6.3
I Come with the Rain,2008,Thriller,5.4
Jake's Corner,2008,"Drama, Family",5.7
The People I've Slept With,2008,Comedy,4.8
Gunned Down,2008,"Action, Thriller",5.1
Windcroft,2008,"Drama, Thriller",4.1
The Pardon,2008,Crime,5.5
Badland,2008,Western,5.5
Deviant Love,2008,Thriller,3.5
Munchausen by Internet,2008,Thriller,4.2
Sleeping with My Student,2008,Thriller,4.7
Light from the Tower,2008,"Comedy, Drama, Mystery",6
A Stormy Night,2008,Drama,5.4
The Father,2008,Drama,8.2
Agent Jade Black,2008,Action,1.7
Work It,2008,"Comedy, Music",6.1
Kill Speed,2008,"Action, Crime, Thriller",3.9
Wall Street: Money Never Sleeps,2008,Drama,6.2
Uncross the Stars,2009,"Comedy, Drama",6.3
Wasting Away,2009,"Comedy, Horror",5.7
The Incident,2009,"Horror, Thriller",5.6
Swing Vote,2009,"Comedy, Drama",6.1
The Magnificent Eleven,2009,"Comedy, Drama, Sport",3.5
InAlienable,2009,Sci-Fi,3.4
Death Proof,2009,"Action, Adventure, Thriller",7
Secretariat,2009,"Biography, Drama, Family",7.2
Love N' Dancing,2009,"Drama, Romance",5.4
VHYes,2009,Comedy,5.7
Am I a Serial Killer?,2009,Thriller,5
I Know You Know,2009,Drama,6.2
Birds of America,2009,"Comedy, Drama",6.1
Lost Dream,2009,Drama,5.5
Beyond the Pole,2009,"Comedy, Drama",5.7
A Killer Next Door,2009,Thriller,3.1
Morris: A Life with Bells On,2009,Comedy,6.1
Poltergeist,2009,"Horror, Thriller",4.9
Roanoke: The Lost Colony,2009,"Drama, History",4.7
Lynn + Lucy,2009,Drama,6.7
Survive the Night,2009,"Action, Drama, Thriller",4.9
The Outsider,2009,Western,5.2
Arctic Apocalypse,2009,"Action, Adventure, Drama",2.1
Force of Nature,2009,"Action, Drama",4.4
Winter Song,2009,Drama,6.6
From Time to Time,2009,"Adventure, Drama, Fantasy",6.7
The Garden of Eden,2009,"Drama, Thriller",5.3
Bad Girl Island,2009,"Mystery, Sci-Fi",3.4
Splinter,2009,"Horror, Sci-Fi, Thriller",6.1
Becky,2009,"Action, Drama, Horror",5.7
Jack Says,2009,"Crime, Drama, Thriller",4.3
Beautiful Girl,2009,Drama,4.4
Termination,2009,"Action, Horror, Sci-Fi",2.6
The Rocker,2009,"Comedy, Music",6.2
Cruel Fixation,2009,Thriller,4.3
Bad Ben: The Way In,2009,Horror,5.6
The Butterfly Tattoo,2009,"Drama, Romance, Thriller",5.5
Evilution,2009,Horror,3.7
The Warrior's Way,2009,"Action, Fantasy, Western",6.3
Lego DC Batman: Family Matters,2009,"Animation, Action, Comedy",6.1
Portals,2009,"Horror, Sci-Fi",2.9
"I Love You, Beth Cooper",2009,"Comedy, Romance",5.3
Middle of Nowhere,2009,"Comedy, Drama, Romance",6.5
Powder Blue,2009,Drama,6.3
Love and Other Impossible Pursuits,2009,Drama,6.3
Evil Little Things,2009,Horror,3.1
Alone,2009,Thriller,4.7
The Descendants,2009,"Comedy, Drama",7.3
Bad Meat,2009,"Comedy, Horror",3.5
Gamer,2009,"Action, Sci-Fi, Thriller",5.8
All's Faire in Love,2009,Comedy,5
Somewhere Tonight,2009,"Comedy, Drama, Romance",5.9
The Cry of the Owl,2009,"Drama, Thriller",5.9
Dorothy Mills,2009,"Drama, Horror, Mystery",6
Major Movie Star,2009,"Adventure, Comedy, Drama",4.3
The Mighty Macs,2009,"Drama, Sport",6.5
Cold Skin,2009,"Fantasy, Horror, Sci-Fi",6
White Lightnin',2009,"Biography, Drama",7.1
The Dinner Party,2009,"Horror, Thriller",5.9
My Alien Girlfriend,2009,Comedy,5.2
American Son,2009,"Drama, Romance, War",5.7
The Windermere Children,2009,"Drama, War",7.3
Frost,2009,"Comedy, Drama, Romance",5.8
Deadland,2009,"Action, Drama, Sci-Fi",4.1
Stone of Destiny,2009,"Adventure, Comedy, Crime",6.8
Flashbacks of a Fool,2009,Drama,6.8
Robosapien: Rebooted,2009,"Adventure, Drama, Family",4.8
Everyday,2009,Drama,6.2
The Book of Eli,2009,"Action, Adventure, Drama",6.9
