title,year,genre,imdb
Animal Factory,2000,"Crime, Drama",6.6
The Boy with the X-Ray Eyes,2000,"Adventure, Comedy, Family",3.3
Boys and Girls,2000,"Comedy, Drama, Romance",5.4
Deadly Duo,2000,Mystery,5.3
Deadly Nightshade,2000,"Crime, Drama",6.7
Death of a Saleswoman,2000,"Comedy, Mystery",1.6
Exorcist: The Beginning,2000,"Horror, Mystery, Thriller",5.2
Firecracker,2000,"Crime, Drama, Mystery",5.4
Poor White Trash,2000,"Comedy, Crime",5.1
Sordid Lives,2000,"Comedy, Romance",6.8
That Little Monster,2000,"Comedy, Horror, Sci-Fi",5.6
Women Unchained,2000,Drama,3.9
The Black Cobra 3,2000,Action,5
Book of Days,2000,Drama,6.9
Camera Obscura,2000,"Crime, Drama, Thriller",4.2
Bring It On,2000,"Comedy, Romance, Sport",6
Where's George?,2000,Comedy,3.7
Deuce Bigalow: Male Gigolo,2000,"Comedy, Romance",5.7
The Smokers,2000,Thriller,2.9
Thomas and the Magic Railroad,2000,"Adventure, Comedy, Drama",4.1
Venus and Mars,2000,"Comedy, Romance",6.5
Wildflower,2000,Thriller,3.6
Blue Vengeance,2000,"Action, Crime, Horror",4.8
The Dish,2000,"Comedy, Drama, History",7.1
Five Seconds to Spare,2000,"Crime, Mystery, Thriller",5.3
Is That All There Is?,2000,Comedy,6.9
The King's Guard,2000,Adventure,3.2
Madison,2000,"Drama, Sport",6.3
On Edge,2000,"Comedy, Romance, Sport",5.2
Psycho Beach Party,2000,"Comedy, Horror, Mystery",6.2
Quick Billy,2000,Drama,7
Save the Last Dance,2000,"Drama, Music, Romance",6.2
Sexual Chemistry,2000,"Comedy, Sci-Fi",5.1
Joy Ride,2000,"Action, Mystery, Thriller",6.6
The Trumpet of the Swan,2000,"Animation, Drama, Family",5.1
Yellowstone Cubs,2000,Family,6.8
Another Son of Sam,2000,"Crime, Horror, Thriller",2.9
Don't Talk to Strange Men,2000,"Crime, Drama",6.7
Landscape Suicide,2000,"Crime, Drama",7.6
Maybe Baby,2000,"Comedy, Romance",5.7
My First Mister,2000,"Comedy, Drama, Romance",7.1
Rollergator,2000,Family,1.2
Shallow Grave,2000,"Drama, Horror",5.6
Time Share,2000,"Comedy, Family, Romance",5.8
What Women Want,2000,"Comedy, Fantasy, Romance",6.4
Winding Roads,2000,Drama,4.7
Believe,2000,"Family, Horror",5.2
Brotherhood of Death,2000,"Action, Drama, Thriller",5.5
Carnival Magic,2000,Fantasy,2.3
Chain of Command,2000,"Action, Adventure, Thriller",4.6
Detective Kitty O'Day,2000,"Comedy, Mystery, Romance",5.5
How to Kill Your Neighbor's Dog,2000,"Comedy, Drama",6.9
Lloyd,2000,"Comedy, Drama, Family",6
Nostradamus,2000,"Action, Adventure, Sci-Fi",4.6
Here's to Life!,2000,Drama,5.7
The Sleepy Time Gal,2000,Drama,5.9
Big Momma's House,2000,"Action, Comedy, Crime",5.2
Canone inverso - Making Love,2000,Drama,7.1
The Chaos Factor,2000,"Action, Drama, Thriller",4.6
Chump Change,2000,"Comedy, Romance",5.6
Happy Accidents,2000,"Comedy, Romance",7.2
The Miracle Maker,2000,"Animation, Biography, Drama",6.9
Random Acts of Violence,2000,"Action, Crime",4.3
Taken,2000,"Drama, Thriller",5.4
The Awakening of Gabriella,2000,Drama,5.1
Beauty #2,2000,"Drama, Romance",5.8
The Contender,2000,"Drama, Thriller",6.9
Diary of a City Priest,2000,Drama,5.8
Echoes of Silence,2000,Drama,7.1
Falling Through,2000,"Crime, Thriller",4.6
Get Carter,2000,"Action, Crime, Drama",5.2
Downtown 81,2000,"Comedy, Drama, Musical",7.1
Janice Beard 45 WPM,2000,Comedy,6.1
Ken Park,2000,Drama,5.9
Memento,2000,"Mystery, Thriller",8.4
Return to the Secret Garden,2000,Family,5.3
Sinful Obsession,2000,Drama,5.3
Skipped Parts,2000,"Comedy, Drama, Romance",6.3
Strange Planet,2000,"Comedy, Romance",5.6
Totally Confused,2000,Comedy,5.5
Winter Lily,2000,"Crime, Mystery, Thriller",5.3
Wish You Were Dead,2000,"Comedy, Crime, Thriller",4.9
The Cell,2000,"Horror, Sci-Fi, Thriller",6.3
City of Blood,2000,"Drama, Horror, Mystery",2.8
Clash by Night,2000,"Crime, Drama",6.2
The Deep,2000,"Drama, Thriller",6.7
Gangster No. 1,2000,"Crime, Drama, Thriller",6.8
Ginger Snaps,2000,"Drama, Fantasy, Horror",6.8
Happy Campers,2000,Comedy,5.5
I Like to Play Games Too,2000,"Drama, Romance",5.2
Lakeboat,2000,Drama,6.1
Pandaemonium,2000,"Biography, Drama",6.5
Legend of the Phantom Rider,2000,"Action, Western, Fantasy",4.9
Songcatcher,2000,"Drama, Music",7.2
The Testimony of Taliesin Jones,2000,"Drama, Family",6.1
Things You Can Tell Just by Looking at Her,2000,"Drama, Romance",6.5
Tomorrow by Midnight,2000,"Comedy, Drama, Thriller",5.6
The Weight of Water,2000,"Crime, Drama, Mystery",5.9
Wisconsin Death Trip,2000,"Crime, Drama, History",6.7
Beautiful,2000,"Comedy, Drama",5.6
Bootmen,2000,"Comedy, Drama, Romance",6.2
Center Stage,2000,"Drama, Music, Romance",6.7
I Zombie: The Chronicles of Pain,2000,"Drama, Horror",5.4
I'll Take You There,2000,"Comedy, Drama, Romance",6.4
In the Weeds,2000,"Comedy, Romance",6
A Kid Called Danger,2000,"Crime, Family",5.3
Looking for Jimmy,2000,Drama,5.6
Relative Values,2000,Comedy,6.5
Remember the Titans,2000,"Biography, Drama, Sport",7.8
Road Dogz,2000,"Crime, Drama",5.7
Slash Dance,2000,"Comedy, Thriller",2.7
102 Dalmatians,2000,"Adventure, Comedy, Family",4.9
The Deathhead Virgin,2000,"Drama, Horror",3.5
Jason X,2000,"Action, Horror, Sci-Fi",4.4
Knockaround Guys,2000,"Crime, Drama, Thriller",6.1
Kook's Tour,2000,Comedy,6.4
Presence of Mind,2000,"Drama, Horror, Thriller",5.4
Terror Tract,2000,"Comedy, Horror, Romance",6.1
They Can't Hang Me,2000,"Crime, Drama",5.9
The Venice Project,2000,Drama,5.6
Angst,2000,"Comedy, Romance",6.2
Bait,2000,"Action, Comedy, Crime",5.8
Beat,2000,Drama,5.6
The Blair Clown Project,2000,Comedy,3.4
Blue Money,2000,Drama,4.3
Die Hinrichtung,2000,"Drama, Thriller",5.1
Cause of Death,2000,"Crime, Mystery, Romance",4.3
Clean and Narrow,2000,"Crime, Drama",5.3
Donald Duck Goes West,2000,"Animation, Comedy, Family",6.8
Lip Service,2000,"Comedy, Drama",3.9
Kwik Stop,2000,Comedy,6.9
Lady in the Box,2000,Mystery,6
Blow Dry,2000,"Comedy, Drama, Romance",6.2
Snow Days,2000,"Comedy, Romance",6.2
Starry Night,2000,Comedy,4.6
Tully,2000,Drama,7.2
The Wishing Tree,2000,Fantasy,6.1
An Intimate Friendship,2000,"Romance, Drama",3.5
75 Degrees in July,2000,Drama,5.6
A.I. Artificial Intelligence,2000,"Drama, Sci-Fi",7.2
After Alice,2000,"Crime, Drama, Mystery",5.3
The Annihilation of Fish,2000,Romance,5.9
Big Eden,2000,"Comedy, Drama, Romance",7.3
Bride of the Wind,2000,"Biography, Drama, Music",5.6
Cheerleaders Beach Party,2000,"Comedy, Music",3.1
Soulkeeper,2000,"Action, Adventure, Comedy",5.1
Citizen Toxie: The Toxic Avenger IV,2000,"Action, Comedy, Fantasy",6.2
Delivering Milo,2000,"Comedy, Drama, Fantasy",5.8
Erskineville Kings,2000,Drama,6.5
Groove,2000,"Drama, Music",6.6
Lava,2000,"Comedy, Crime, Thriller",5.3
New Waterford Girl,2000,Comedy,6.9
Rustin,2000,"Comedy, Drama",5.6
Seducing Maarya,2000,"Drama, Romance",4.8
Split Infinity,2000,"Drama, Family, Fantasy",6.6
The Amati Girls,2000,Drama,5.3
Fall,2000,Action,3.1
Galaxy of the Dinosaurs,2000,"Adventure, Sci-Fi",2
Ground Zero,2000,"Action, Drama",3.4
In the Red,2000,Action,3.4
The Ladies Man,2000,Comedy,5.2
Legion of the Dead,2000,"Comedy, Horror",3.2
Partition,2000,"Drama, Romance",6.9
Sensual Friends,2000,Drama,5.1
Very Mean Men,2000,"Comedy, Crime",5.9
Web of Seduction,2000,"Drama, Mystery, Thriller",5.4
100 Girls,2000,"Comedy, Romance",5.8
Cremaster 2,2000,Drama,6.7
Dead Dog,2000,"Comedy, Drama, Thriller",5.7
Doomsdayer,2000,Action,3.6
Dropping Out,2000,Comedy,5.6
Held for Ransom,2000,Thriller,4.6
Johnny,2000,Drama,4.4
The Last Patrol,2000,"Action, Drama, Sci-Fi",3.7
Road Trip,2000,Comedy,6.4
Route 666,2000,"Action, Horror, Thriller",4.4
Table One,2000,Comedy,5
Nobody's Baby,2000,"Comedy, Drama",6.3
Artificial Lies,2000,Thriller,4
Bamboozled,2000,"Comedy, Drama, Music",6.5
Beverly Hood,2000,Comedy,4.1
Confessions of a Psycho Cat,2000,"Horror, Thriller",5.9
Cowboys and Angels,2000,"Comedy, Romance",6
Death by Invitation,2000,Horror,3.7
Downward Angel,2000,Thriller,4.6
Hijack Stories,2000,"Crime, Drama",6.4
Jubilee,2000,Comedy,5.8
Love Her Madly,2000,"Drama, Thriller",4.2
Malatesta's Carnival of Blood,2000,Horror,5.6
The Shade,2000,Drama,7.1
Shakespeare in... and Out,2000,"Comedy, Drama",5.1
The 6th Day,2000,"Action, Mystery, Sci-Fi",5.9
Wild About Harry,2000,"Romance, Comedy, Drama",6
Invasion: UFO,2000,"Action, Drama, Sci-Fi",5.9
UFO... annientare S.H.A.D.O. stop. Uccidete Straker...,2000,"Action, Sci-Fi, Thriller",6.4
The Wog Boy,2000,Comedy,5.8
Best Man in Grass Creek,2000,"Comedy, Romance",5.8
Bob the Butler,2000,"Comedy, Family",5.6
Vampire Hunter D: Bloodlust,2000,"Animation, Action, Fantasy",7.7
Derek and Clive Get the Horn,2000,Comedy,7.1
Bad Girls from Valley High,2000,"Comedy, Romance",3.5
Turn It Up,2000,"Crime, Drama, Action",4.2
My 5 Wives,2000,Comedy,4.6
Nasty Neighbours,2000,Comedy,5.9
Prison Song,2000,"Crime, Drama",6.2
Risk,2000,"Drama, Crime, Thriller",6
Second to Die,2000,Thriller,5.6
Survival Zone,2000,"Action, Drama, Sci-Fi",4.2
Devil in the Flesh 2,2000,"Horror, Thriller",4.4
Trois,2000,"Drama, Romance, Thriller",4.1
Boricua's Bond,2000,Drama,3.8
Chasing Holden,2000,"Crime, Drama",5.2
The Convent,2000,"Comedy, Fantasy, Horror",5
Corporate Fantasy,2000,"Drama, Romance",5.2
Daughters of Lesbos,2000,Drama,4.7
Duffer,2000,Drama,6.5
Inbetweeners,2000,"Comedy, Romance",3.8
Kid Colter,2000,"Action, Adventure, Family",5.7
The List,2000,Thriller,4.5
Loser,2000,"Comedy, Romance",5.3
Militia,2000,"Action, Adventure",3.5
My Night with Reg,2000,Drama,5.3
Ready to Rumble,2000,"Comedy, Sport",5.4
Red Letters,2000,"Crime, Drama",5.3
Searching for Paradise,2000,Drama,5.4
Secret Society,2000,Comedy,5.4
Silver Man,2000,"Crime, Drama, Fantasy",4.8
Goodbye Charlie Bright,2000,Drama,6.3
Unbreakable,2000,"Drama, Mystery, Sci-Fi",7.3
The Woman Chaser,2000,Comedy,7.1
Ablaze,2000,"Drama, Action, Thriller",3.2
Another Life,2000,"Crime, Drama, Romance",6.3
The Beatnicks,2000,Comedy,5.2
Black Friday,2000,Action,3.2
The Calling,2000,"Horror, Thriller",4.2
Agent Red,2000,"Action, Drama, Thriller",3.5
Circuit,2000,"Drama, Romance",5.7
The Closer You Get,2000,Comedy,6.3
Critical Mass,2000,"Action, Thriller",3.5
Dead Babies,2000,Comedy,4.7
Deeply,2000,"Drama, Fantasy, Mystery",5.9
An Everlasting Piece,2000,Comedy,6.3
Get Your Stuff,2000,"Comedy, Drama",5.7
The Claim,2000,"Drama, Romance, Western",6.4
The Long Run,2000,"Drama, Sport",5.7
Marine Life,2000,"Comedy, Drama",5.6
The Seventh Sense,2000,Drama,4.2
Shandra: The Jungle Girl,2000,Adventure,3
Some Voices,2000,"Comedy, Drama",6.6
Soul Survivors,2000,"Horror, Mystery, Thriller",3.9
The St. Francisville Experiment,2000,"Horror, Mystery, Thriller",4.1
Submerged,2000,Action,3
Two Thousand and None,2000,"Comedy, Drama",5.8
Antitrust,2000,"Action, Crime, Drama",6.1
The Asylum,2000,"Drama, Horror, Thriller",4
Best in Show,2000,Comedy,7.4
Buying the Cow,2000,"Comedy, Romance",5.8
The Devil's Gift,2000,"Thriller, Horror",2.7
Getting Into Heaven,2000,"Comedy, Adventure",4.5
In the Woods,2000,Horror,2.1
The Learning Curve,2000,"Crime, Drama, Thriller",5.1
Mexico City,2000,"Crime, Drama, Mystery",5.4
The Night Larry Kramer Kissed Me,2000,"Comedy, Drama",5
Redemption of the Ghost,2000,Drama,5.4
Return of the Family Man,2000,Horror,4.8
Strictly Sinatra,2000,"Drama, Romance",5.7
Suspicious River,2000,Drama,5.7
The Third Alibi,2000,"Drama, Thriller",6.9
Unconditional Love,2000,"Comedy, Drama, Musical",6.8
Waking Up in Reno,2000,"Comedy, Romance",5.5
Above Suspicion,2000,Drama,5.5
Auggie Rose,2000,"Drama, Mystery, Romance",6.3
Dancing in September,2000,Drama,6.1
Daybreak,2000,"Action, Adventure, Drama",4
Dracula 2000,2000,"Action, Fantasy, Horror",4.9
The Gift,2000,"Drama, Fantasy, Horror",6.6
The Kid,2000,"Comedy, Family, Fantasy",6.1
Men Seeking Women,2000,Comedy,4
Lucky Numbers,2000,"Comedy, Crime",5
Bandits,2000,"Comedy, Crime, Drama",6.5
Second Glance,2000,"Drama, Family",3.9
Thicker Than Water,2000,Drama,4.9
The Tigger Movie,2000,"Animation, Comedy, Drama",6.3
Timecode,2000,"Drama, Romance",6
Tomorrow's Children,2000,Drama,6
Briar Patch,2000,"Drama, Romance, Thriller",5.7
Everybody Rides the Carousel,2000,Animation,5.3
Halloween: Resurrection,2000,"Horror, Thriller",4
"Hey, Happy!",2000,"Comedy, Fantasy, Sci-Fi",3.8
I a Man,2000,Drama,5.5
The Most Fertile Man in Ireland,2000,Comedy,5.3
Smooth Operator,2000,Comedy,5.3
The Woman Every Man Wants,2000,"Comedy, Sci-Fi",4.3
The Art of Murder,2000,Thriller,4.6
Blow,2000,"Biography, Crime, Drama",7.6
Chasing Sleep,2000,"Drama, Horror, Mystery",6.3
Chopper,2000,"Biography, Crime, Drama",7.2
Christmas in the Clouds,2000,"Comedy, Family, Romance",6.4
G-Men from Hell,2000,"Action, Adventure, Comedy",4.6
Frozen with Fear,2000,"Crime, Mystery, Thriller",4.2
The Newcomers,2000,"Drama, Family",4.6
Our Burden Is Light,2000,"Drama, Romance",3.9
Sorted,2000,Thriller,6.2
Sticks and Stones,2000,Drama,4.3
Walk the Talk,2000,Comedy,4.5
ABCD,2000,Drama,5.6
Borderline Normal,2000,Drama,6.2
Contaminated Man,2000,"Drama, Thriller",4.9
A Day of Judgment,2000,"Action, Horror, Drama",3.6
Mach 2,2000,"Action, Adventure, Drama",3.1
Lucky 13,2000,"Comedy, Romance",4.6
Possible Worlds,2000,"Mystery, Sci-Fi, Crime",6.8
Satan's Blade,2000,Horror,4.4
"Sleep Easy, Hutch Rimes",2000,Thriller,5.7
Zombie Cop,2000,Horror,2.8
All Over Again,2000,Drama,5.3
Sex Files: Ancient Desires,2000,"Fantasy, Romance",4.5
Andromina: The Pleasure Planet,2000,"Comedy, Fantasy, Horror",4.1
Anne Frank's Diary,2000,"Animation, Biography, Drama",6.4
Beyond Re-Animator,2000,"Comedy, Horror, Sci-Fi",5.8
The Demons of Ludlow,2000,Horror,3.4
Faust: Love of the Damned,2000,"Drama, Fantasy, Horror",4.3
Final Payback,2000,Action,3.6
The Mistress Club,2000,"Drama, Romance",4.5
The Old Man Who Read Love Stories,2000,"Adventure, Drama",6.6
The Opponent,2000,"Drama, Sport",6.3
Pay It Forward,2000,Drama,7.2
The Prime Gig,2000,Drama,6.1
Roomies,2000,"Comedy, Drama, Romance",4.1
Saltwater,2000,"Comedy, Drama",6.5
Spectres of the Spectrum,2000,"Drama, Sci-Fi",6.6
Dark Asylum,2000,"Thriller, Horror",4.2
Angel Eyes,2000,"Drama, Romance",5.6
Blue Moon,2000,"Comedy, Drama",5.8
Carnal Desires,2000,"Drama, Romance",4.5
Cartoon Noir,2000,Animation,6.1
Desperate Teenage Lovedolls,2000,"Comedy, Drama, Music",6.1
G.O.D.,2000,"Action, Crime, Thriller",3.9
Glory Glory,2000,"Action, Western",4.6
Home Team,2000,"Comedy, Sport",4
Love Come Down,2000,Drama,5.8
North Beach,2000,"Comedy, Drama, Romance",4.6
Ragdoll,2000,"Fantasy, Horror",3.7
Shadow Hours,2000,"Drama, Thriller",5.9
Too Much Flesh,2000,Drama,5.2
Chelsea Walls,2000,Drama,5.2
Cl.One,2000,"Sci-Fi, Thriller",3.2
Operation Delta Force 5: Random Fire,2000,Action,3.5
Tortilla Heaven,2000,Comedy,5.3
The 51st State,2000,"Action, Comedy, Crime",6.3
We All Fall Down,2000,"Biography, Drama",5.4
Bear with Me,2000,"Adventure, Family",5.5
Catacombs,2000,Horror,2.9
Cop Killers,2000,"Action, Drama",5.8
Corpse Eaters,2000,Horror,4.3
Dangerous Attraction,2000,"Mystery, Thriller",3.7
Dark Heritage,2000,Horror,4.2
The Dark Power,2000,Horror,3.4
Dr. Wong's Virtual Hell,2000,"Crime, Fantasy, Horror",2.6
Everything Put Together,2000,Drama,6.2
Finding Home,2000,"Drama, Romance",5.5
Ghosts of Mars,2000,"Action, Horror, Sci-Fi",4.9
King Kung Fu,2000,"Action, Comedy",5.6
Kiss Kiss (Bang Bang),2000,"Comedy, Thriller",6.4
Outlaw Prophet,2000,Sci-Fi,3.1
The Perfect Nanny,2000,"Drama, Mystery, Thriller",5
Ping!,2000,Comedy,4.5
Social Misfits,2000,Drama,3.6
The Spreading Ground,2000,"Crime, Drama, Horror",4.8
The Lost Treasure of Sawtooth Island,2000,"Adventure, Family",4.4
New Port South,2000,Drama,4.9
Viva Las Nowhere,2000,"Comedy, Crime, Drama",5.8
Demon Cop,2000,"Crime, Horror",2.5
Tha Eastsidaz,2000,"Action, Crime",3.7
An Evening of Edgar Allan Poe,2000,"Drama, Horror, Mystery",7.5
Island of Blood,2000,"Horror, Mystery, Thriller",4.3
Jackpot,2000,Drama,5.9
Maslin Beach,2000,"Comedy, Drama, Romance",4.9
One More Kiss,2000,"Drama, Romance",6.1
Straight Right,2000,Drama,5.8
True Vinyl,2000,"Drama, Romance, Music",5.6
Bartleby,2000,"Comedy, Drama, Mystery",6.4
In the Light of the Moon,2000,"Biography, Crime, Drama",5.5
Gypsy Boys,2000,"Comedy, Drama",4.9
Journey to Midnight,2000,Horror,4.1
Mondo Keyhole,2000,Drama,6
Pale Blue Moon,2000,Sci-Fi,4.9
Night of the Day of the Dawn of the Son of the Bride of the Return of the Terror,2000,"Comedy, Horror",4.6
The Others,2000,"Horror, Mystery, Thriller",7.6
The Perfect Son,2000,Drama,6.4
Strong Language,2000,"Comedy, Crime",5.4
Sweet November,2000,"Drama, Romance",6.7
The Zookeeper,2000,"Drama, War",6.8
Ancient Evil: Scream of the Mummy,2000,"Horror, Sci-Fi",2.1
Crocodile Dundee in Los Angeles,2000,"Action, Adventure, Comedy",4.8
Deuces Wild,2000,"Action, Crime, Drama",5.7
Drive In,2000,Horror,2.8
Down to Earth,2000,"Comedy, Fantasy",5.5
If Tomorrow Comes,2000,"Drama, Thriller",5.6
The Last Man,2000,"Action, Comedy, Drama",5.3
Lying in Wait,2000,"Drama, Thriller",4.7
BattleQueen 2020,2000,"Action, Sci-Fi",3.1
Shiner,2000,"Crime, Drama, Thriller",5.9
Sleepy Hollow High,2000,"Horror, Mystery",2.7
Winter Kept Us Warm,2000,"Drama, Romance",6.9
The Witching,2000,"Comedy, Horror",2.9
3000 Miles to Graceland,2000,"Action, Comedy, Crime",6
Back to the Secret Garden,2000,"Family, Fantasy",5.7
The Bare Wench Project,2000,"Comedy, Horror",3.2
Cookers,2000,"Drama, Horror",5.7
Deadly Intruder,2000,"Horror, Thriller",4
Devious Beings,2000,"Action, Crime, Thriller",3.5
Diary of Lust,2000,"Drama, Romance",4.4
Dragonard,2000,Drama,4.3
Epicenter,2000,"Action, Adventure, Crime",3.4
Faeries,2000,"Animation, Adventure, Family",5.5
Lisa Picard Is Famous,2000,"Comedy, Drama",5.5
Ice Men,2000,Drama,6.2
It Was an Accident,2000,"Comedy, Drama",5.7
Love & Sex,2000,"Comedy, Romance, Drama",6.2
One of the Hollywood Ten,2000,Drama,5.9
Rat,2000,"Comedy, Drama, Family",5.9
Reindeer Games,2000,"Drama, Horror, Thriller",4.3
Sanctimony,2000,"Crime, Horror, Thriller",2.6
Slime City,2000,Horror,5.4
Snitch,2000,"Action, Crime",5.2
The Stand-In,2000,Drama,5.8
The Strangeness,2000,Horror,4.7
Summer Catch,2000,"Comedy, Drama, Romance",5.1
Wicked Spring,2000,"Drama, War, Western",5.1
Against All Hope,2000,"Biography, Drama",3.6
Brain Twisters,2000,"Horror, Sci-Fi, Thriller",3.4
Calling Bobcat,2000,Comedy,4.4
Cheerleader Ninjas,2000,"Action, Comedy",2.7
Dead in the Water,2000,"Crime, Thriller",4.8
The Doorway,2000,"Horror, Thriller",3.9
Freakshow,2000,Horror,3.5
The Game,2000,Horror,3.2
Gaudi Afternoon,2000,"Comedy, Drama, Mystery",5.9
Ghost Riders,2000,"Horror, Western",3.5
God's Bloody Acre,2000,"Drama, Horror",4.6
Little Heroes,2000,Family,4.9
Love and a Bullet,2000,"Action, Comedy, Crime",5.1
Lucifer,2000,Horror,3.8
The Salton Sea,2000,"Crime, Drama, Mystery",7.1
Seeds,2000,"Drama, Horror",4.9
Urban Flesh,2000,"Crime, Horror, Thriller",4.1
The Waiting Game,2000,Comedy,5.3
Old No. 587: The Great Train Robbery,2000,"Family, Comedy, Drama",5
Better Than Sex,2000,"Comedy, Drama, Romance",6.3
Blind Heat,2000,Thriller,4.3
Born Romantic,2000,"Comedy, Romance",6.4
Country Blue,2000,"Adventure, Crime, Drama",3.7
A Crack in the Floor,2000,Horror,3.1
Disco Pigs,2000,"Crime, Drama, Romance",6.7
Happy Hell Night,2000,"Horror, Mystery, Thriller",4.9
Hollywood Safari,2000,"Action, Adventure, Drama",3.9
Jekyll Island,2000,Crime,5.5
Josie and the Pussycats,2000,"Comedy, Music",5.4
Man Woman Film,2000,Comedy,2.8
Margarita Happy Hour,2000,Drama,6
Mirror Mirror 4: Reflections,2000,Horror,3.1
Prozac Nation,2000,"Biography, Drama, Romance",6.3
The Roommates,2000,"Crime, Drama, Thriller",5.5
The Pledge,2000,"Crime, Drama, Mystery",6.8
Pop Gear,2000,Music,6.4
Sacred Flesh,2000,Horror,3.3
The Black Cobra 2,2000,"Action, Crime, Drama",5.1
Tangled,2000,"Drama, Thriller",5.6
Dead by Dawn,2000,"Drama, Mystery, Thriller",4.3
Dilemma,2000,Drama,6.4
The Entrepreneurs,2000,Comedy,1.8
God's Army,2000,Drama,6.4
Innocent Prey,2000,"Horror, Thriller",5
It Came from Somewhere Else,2000,"Comedy, Sci-Fi",5.3
Ivansxtc,2000,Drama,6.5
Equilibrium,2000,"Action, Drama, Sci-Fi",7.4
Timequest,2000,Sci-Fi,5.3
Queen of the Damned,2000,"Drama, Fantasy, Horror",5.3
Replicant,2000,"Action, Sci-Fi, Thriller",5.4
Sherlock Holmes and a Study in Scarlet,2000,"Animation, Family, Mystery",6.2
Sherlock Holmes and the Sign of Four,2000,"Animation, Crime, Family",6.2
Attraction,2000,"Drama, Romance, Thriller",5.1
There's Only One Jimmy Grimble,2000,"Comedy, Drama, Sport",6.6
You Are Here*,2000,"Comedy, Drama",5.5
The Dangerous Lives of Altar Boys,2000,"Comedy, Drama",7
Fortunes,2000,Comedy,5.1
Eisenstein,2000,Drama,5.9
Breathtaking,2000,Thriller,5.2
Cats & Dogs,2000,"Action, Comedy, Family",5.1
The Hollywood Sign,2000,"Comedy, Crime",5.3
Julie Johnson,2000,"Drama, Romance",6
Lady Stay Dead,2000,"Drama, Horror, Thriller",5.4
All About You,2000,"Comedy, Drama, Romance",6.5
Peaches,2000,Comedy,5
Say It Isn't So,2000,"Comedy, Romance",5
Sexcula,2000,"Comedy, Horror, Sci-Fi",4
Sidewalks of New York,2000,"Comedy, Romance",6.4
Unshackled,2000,Drama,6.3
The Angel Doll,2000,Drama,6.6
Brooklyn Babylon,2000,"Drama, Music, Romance",6
Castle Rock,2000,"Action, Adventure, Family",5.5
The Center of the World,2000,"Drama, Romance",5.8
Dr. Dolittle 2,2000,"Comedy, Family, Fantasy",4.7
Kung Pow: Enter the Fist,2000,"Action, Comedy",6.2
Fast Lane to Malibu,2000,"Adventure, Comedy, Drama",5.1
The Four Feathers,2000,"Action, Adventure, Drama",6.5
Freddy Got Fingered,2000,Comedy,4.6
The Horrible Dr. Bones,2000,Horror,1.9
The Moment After,2000,"Action, Drama, Sci-Fi",4.7
Moonstalker,2000,Horror,4.8
Parole Violators,2000,"Action, Crime, Drama",4.5
The Photographer,2000,"Comedy, Drama",5.1
Slackers,2000,"Comedy, Romance",5.4
Till Human Voices Wake Us,2000,"Drama, Romance",6.4
101 Ways (The Things a Girl Will Do to Keep Her Volvo),2000,Comedy,4.9
Angels Don't Sleep Here,2000,Thriller,2.2
Florida City,2000,"Crime, Drama, Mystery",5.1
Going Off Big Time,2000,Thriller,6.2
The Gristle,2000,"Comedy, Drama",5.6
Hardcore Poisoned Eyes,2000,Horror,4.6
Harry Potter and the Sorcerer's Stone,2000,"Adventure, Family, Fantasy",7.6
Loving Memory,2000,Drama,6.1
The New Guy,2000,Comedy,5.9
Sweetie Pie,2000,"Drama, Thriller",2.5
Xchange,2000,"Sci-Fi, Thriller",5.6
Bully,2000,"Biography, Crime, Drama",6.9
The Affair of the Necklace,2000,"Drama, History, Romance",6.1
Exit Wounds,2000,"Action, Crime, Thriller",5.6
Harvard Man,2000,"Comedy, Crime, Drama",4.9
The Hole,2000,"Drama, Mystery, Thriller",6.2
L.I.E.,2000,"Crime, Drama",7.1
Layover,2000,Thriller,4.7
The Legend of the Lone Ranger,2000,Western,6.9
Lunch Hour,2000,"Comedy, Drama, Romance",6.6
Naked Wishes,2000,"Comedy, Fantasy, Romance",5.2
Out of Line,2000,"Action, Drama, Thriller",4.9
Proximity,2001,"Action, Crime, Mystery",4.8
The Sleeping Dictionary,2001,"Drama, Romance",6.6
A Time for Dancing,2001,"Drama, Music",6
Valentine,2001,"Horror, Mystery, Thriller",4.9
Waking Life,2001,"Animation, Drama, Fantasy",7.8
Years of the Beast,2001,"Horror, Sci-Fi",6.3
Cahoots,2001,Drama,5.9
Black Orchid,2001,"Crime, Drama, Mystery",6.1
Bridget Jones's Diary,2001,"Comedy, Drama, Romance",6.7
Crackerjack 3,2001,"Action, Adventure",3.9
On the Nose,2001,"Comedy, Fantasy",5.8
The Doe Boy,2001,"Drama, Romance",7
Going Back,2001,"Action, Drama, War",5.2
Ides of March,2001,"Action, Thriller",5.8
Mercy Streets,2001,"Action, Drama, Crime",5.3
Murderlust,2001,"Horror, Thriller",4.8
Mee-Shee: The Water Giant,2001,"Adventure, Family, Fantasy",5.3
Pursuit of Happiness,2001,"Comedy, Romance",5.7
When Strangers Appear,2001,"Action, Mystery, Thriller",6.4
Speaking of Sex,2001,"Comedy, Romance",5.7
Stuart Little 2,2001,"Animation, Adventure, Comedy",5.5
Kill Me Later,2001,"Crime, Drama, Thriller",6.3
Hitler Meets Christ,2001,"Drama, Fantasy",4.3
Voyeur.com,2001,Horror,1.8
