title,year,genre,imdb
Under Oath,1997,"Action, Thriller",5.7
Vegas Vacation,1997,Comedy,6
Velocity Trap,1999,"Action, Sci-Fi",4.7
Vulgar,2000,"Crime, Drama, Thriller",5.3
Wanted,1997,"Action, Comedy",3.9
Star Kid,1997,"Adventure, Family, Sci-Fi",5.3
The Man Who Knew Too Little,1997,"Comedy, Crime, Drama",6.7
The Waterboy,1998,"Comedy, Sport",6.1
My X-Girlfriend's Wedding Reception,1999,"Comedy, Music",4.6
Welcome to Woop Woop,1997,"Adventure, Comedy, Fantasy",5.7
The Well,1997,Drama,6
When Justice Fails,1999,"Drama, Mystery, Thriller",4.8
Wide Awake,1998,"Comedy, Drama, Family",5.9
Wild America,1997,"Action, Adventure, Comedy",6.4
The Wings of the Dove,1997,"Drama, Romance",7.1
The Winter Guest,1997,Drama,7
Wishful Thinking,1997,"Comedy, Romance",5
Wishmaster,1997,"Fantasy, Horror",5.8
Woo,1998,"Comedy, Romance",4.1
The Woodlanders,1997,"Drama, Romance",6.4
Celebrity,1998,"Comedy, Drama",6.3
Wounded,1997,"Action, Crime, Thriller",5.5
The Wrong Guy,1997,"Comedy, Thriller",6.9
Zeus and Roxanne,1997,"Adventure, Comedy, Family",5.3
Zone 39,1996,Sci-Fi,4.7
Dance with Me,1998,"Drama, Music, Romance",5.9
54,1998,"Drama, Music",5.9
All the Little Animals,1998,"Adventure, Drama, Thriller",6.9
American History X,1998,Drama,8.5
Antz,1998,"Animation, Adventure, Comedy",6.5
The Autumn Heart,1999,Drama,6.2
Babe: Pig in the City,1998,"Adventure, Comedy, Drama",5.7
Barney's Great Adventure,1998,"Adventure, Comedy, Drama",3.1
Being John Malkovich,1999,"Comedy, Drama, Fantasy",7.7
Beloved,1998,"Drama, History, Horror",6
Beowulf,1999,"Action, Adventure, Fantasy",4.1
Big Helium Dog,1999,Comedy,5.1
The Big Hit,1998,"Action, Comedy, Crime",6.1
Black Dog,1998,"Action, Crime, Drama",5.5
A Walk on the Moon,1999,"Drama, Romance",6.6
Breakfast of Champions,1999,Comedy,4.6
Break Up,1998,Thriller,5.1
A Bug's Life,1998,"Animation, Adventure, Comedy",7.2
Giving It Up,1999,"Comedy, Romance",4.6
Chicken Run,2000,"Animation, Adventure, Comedy",7
EverAfter,1998,"Comedy, Drama, Romance",7
City of Angels,1998,"Drama, Fantasy, Romance",6.7
A Civil Action,1998,Drama,6.6
Claudine's Return,1998,"Drama, Romance, Mystery",4.6
The Commissioner,1998,"Drama, Thriller",6
"A Cool, Dry Place",1998,Drama,6.2
Dancing at Lughnasa,1998,"Drama, Romance",6.3
Meet the Deedles,1998,"Comedy, Family",4.1
The Deep End of the Ocean,1999,Drama,6.4
Deep Impact,1998,"Action, Drama, Romance",6.2
Delivered,1998,"Comedy, Drama, Thriller",5.7
Dirty Work,1998,Comedy,6.5
Dogma,1999,"Adventure, Comedy, Drama",7.3
On the Run,1999,"Comedy, Crime",6.1
Endurance,1998,"Biography, Drama, Sport",6.1
Enemy of the State,1998,"Action, Thriller",7.3
Eye of the Beholder,1999,"Drama, Mystery, Thriller",5.1
Eyes Wide Shut,1999,"Drama, Mystery, Thriller",7.4
Fantastic Four,2005,"Action, Adventure, Fantasy",5.7
Fear and Loathing in Las Vegas,1998,"Adventure, Comedy, Drama",7.6
Firestorm,1998,"Action, Thriller",4.7
Free Money,1998,"Comedy, Crime",5.1
Frogs for Snakes,1998,"Comedy, Crime, Thriller",4.5
From Hell,2001,"Horror, Mystery, Thriller",6.8
Gloria,1999,"Crime, Drama, Thriller",5.2
Stepmom,1998,"Comedy, Drama",6.8
The Governess,1998,"Drama, Romance",6.3
"A Gun, a Car, a Blonde",1997,"Drama, Thriller",5.5
Strike!,1998,Comedy,6.7
Halloween H20: 20 Years Later,1998,"Horror, Thriller",5.8
Hard Rain,1998,"Action, Crime, Drama",5.9
Heaven,1998,"Crime, Thriller",6.5
The Highwayman,2000,"Comedy, Drama, Thriller",4.5
The Hi-Lo Country,1998,"Drama, Romance, Western",6.2
Holy Man,1998,"Comedy, Drama",4.9
How Stella Got Her Groove Back,1998,"Comedy, Drama, Romance",5.7
The General,1998,"Biography, Crime, Drama",7.3
Ride,1998,Comedy,4.6
Illuminata,1998,"Drama, Romance",6.1
In Dreams,1999,"Drama, Fantasy, Thriller",5.5
The Interview,1998,"Thriller, Crime, Drama",7.1
Jakob the Liar,1999,"Drama, War",6.6
Living Out Loud,1998,"Comedy, Drama, Romance",6.5
Kissing a Fool,1998,"Comedy, Romance",5.6
Knock Off,1998,"Action, Crime, Thriller",4.9
Krippendorf's Tribe,1998,Comedy,5
Last Call,1998,Drama,4
The Last Days of Disco,1998,"Comedy, Drama, Music",6.7
Lion of Oz,2000,"Family, Animation, Musical",5.7
"Lock, Stock and Two Smoking Barrels",1998,"Action, Comedy, Crime",8.2
Lost in Space,1998,"Action, Adventure, Family",5.2
Lover Girl,1997,"Comedy, Drama",5.2
The Mask of Zorro,1998,"Action, Adventure, Comedy",6.7
"Martha - Meet Frank, Daniel and Laurence",1998,"Comedy, Romance",6.4
Mercury Rising,1998,"Action, Crime, Drama",6.2
The Million Dollar Hotel,2000,"Drama, Mystery, Thriller",5.9
The Misadventures of Margaret,1998,"Comedy, Romance",5.2
Mission: Impossible II,2000,"Action, Adventure, Thriller",6.1
The Mod Squad,1999,"Action, Crime, Thriller",4.3
My Favorite Martian,1999,"Comedy, Family, Sci-Fi",5.1
The Naked Man,1998,"Comedy, Drama, Sport",5.1
The Negotiator,1998,"Action, Crime, Drama",7.3
The Newton Boys,1998,"Action, Crime, Drama",6.1
A Night at the Roxbury,1998,"Comedy, Music, Romance",6.3
The Object of My Affection,1998,"Comedy, Drama, Romance",6
The Opposite of Sex,1997,"Comedy, Drama, Romance",6.3
Origin of the Species,1998,"Comedy, Drama",4.3
Out of Control,1998,Thriller,5.4
Out of Sight,1998,"Comedy, Crime, Drama",7
Payback,1999,"Action, Crime, Drama",7.1
The Patriot,1998,"Action, Thriller",4.2
Permanent Midnight,1998,"Biography, Drama, Romance",6.3
Pleasantville,1998,"Comedy, Drama, Fantasy",7.5
Practical Magic,1998,"Comedy, Drama, Fantasy",6.3
A Price Above Rubies,1998,"Drama, Romance",6.5
Quest for Camelot,1998,"Animation, Adventure, Comedy",6.3
Resident Evil,2002,"Action, Horror, Sci-Fi",6.7
Ricochet River,2001,Drama,4.8
Safe Men,1998,"Comedy, Crime",5.9
Senseless,1998,"Comedy, Romance",6.1
The Impostors,1998,Comedy,6.5
The Shipping News,2001,Drama,6.7
The Sky Is Falling,1999,"Comedy, Drama",6
Slums of Beverly Hills,1998,"Comedy, Drama",6.6
Snake Eyes,1998,"Crime, Mystery, Thriller",6
Lost & Found,1999,"Comedy, Romance",5
The Sound of One Hand Clapping,1998,Drama,6.3
Sour Grapes,1998,Comedy,5.8
Species II,1998,"Action, Horror, Sci-Fi",4.5
Star Trek: Insurrection,1998,"Action, Adventure, Sci-Fi",6.4
Such a Long Journey,1998,Drama,6.8
Sweepers,1998,"Action, Adventure, Drama",4.2
The Tale of Sweety Barrett,1998,"Crime, Drama",6.3
Tarzan,1999,"Animation, Adventure, Family",7.3
Telling You,1998,"Comedy, Drama, Romance",4.6
The Theory of Flight,1998,"Comedy, Drama, Romance",6.5
This Is My Father,1998,"Drama, Romance",7
Jerry and Tom,1998,"Comedy, Crime, Drama",6.6
The Treat,1998,"Comedy, Romance",4.5
U.S. Marshals,1998,"Action, Crime, Thriller",6.6
Don't Go Breaking My Heart,1999,"Comedy, Romance, Sport",5.5
The Velocity of Gary,1998,"Comedy, Drama, Romance",5
The Wedding Singer,1998,"Comedy, Music, Romance",6.8
What Dreams May Come,1998,"Drama, Fantasy, Romance",7.1
Wild Things,1998,"Crime, Drama, Mystery",6.5
Wild Wild West,1999,"Action, Comedy, Sci-Fi",4.9
The Wisdom of Crocodiles,1998,"Crime, Mystery, Romance",6.2
My Life So Far,1999,"Biography, Comedy, Drama",6.4
The Real Howard Spitz,1998,Comedy,5.6
Wrongfully Accused,1998,"Action, Comedy, Thriller",6.2
X-Men,2000,"Action, Adventure, Sci-Fi",7.4
Zero Effect,1998,"Comedy, Crime, Drama",6.9
eXistenZ,1999,"Horror, Sci-Fi, Thriller",6.8
Fantasia 2000,1999,"Animation, Comedy, Family",7.2
Men in Black II,2002,"Action, Adventure, Comedy",6.2
Star Wars: Episode I - The Phantom Menace,1999,"Action, Adventure, Fantasy",6.5
The Emperor's New Groove,2000,"Animation, Adventure, Comedy",7.3
The Coroner,1999,Horror,2.7
Corpse Bride,2005,"Animation, Drama, Family",7.3
Fraternity Demon,1992,Comedy,3.2
Jacques Brel Is Alive and Well and Living in Paris,1975,"Drama, Music",6
Mirage,1990,"Action, Horror, Thriller",5.5
Narcotic,1933,"Biography, Drama",4.1
Robo Vampire,1988,"Action, Horror, Sci-Fi",3.7
Shergar,1999,"Crime, Drama, Romance",5.4
Star Wars: Episode II - Attack of the Clones,2002,"Action, Adventure, Fantasy",6.5
Star Wars: Episode III - Revenge of the Sith,2005,"Action, Adventure, Fantasy",7.5
Airborne,1998,Action,3.2
The Boy from Hell,1988,Horror,4.1
Convict Stage,1965,Western,5.1
The Forest,1982,"Horror, Thriller",3.8
Fort Courageous,1965,"Action, Western",5.2
The Forty-Niners,1954,"Action, Adventure, Drama",6.1
Frog and Wombat,1998,Mystery,5.2
Abar,1977,"Action, Drama, Sci-Fi",4.1
You're Killing Me...,2003,"Action, Comedy, Crime",4.6
The Last Broadcast,1998,"Horror, Mystery",5.3
Empire of Ash III,1989,"Action, Fantasy, Sci-Fi",3.9
Lured Innocence,2000,"Drama, Thriller",4.8
Trash,1999,"Biography, Drama",5.6
Serial Killing 4 Dummys,2004,"Comedy, Horror, Mystery",5.3
Butch Camp,1996,Comedy,5.3
Butterbox Babies,1995,Drama,6.6
Dead Broke,1998,"Crime, Drama",5
Henry Fool,1997,"Comedy, Drama",7.2
An Ideal Husband,1999,"Comedy, Romance",6.8
One Tough Cop,1998,"Action, Crime",5.2
Shopping for Fangs,1997,Drama,5.6
Small Soldiers,1998,"Action, Adventure, Comedy",6.2
So Sad About Gloria,1973,"Crime, Drama, Horror",5.2
Tail Lights Fade,1999,"Comedy, Action, Drama",4.8
Twin Sitters,1994,"Comedy, Family, Thriller",6
The Weirdo,1989,"Drama, Horror",4.3
8 X 8: A Chess Sonata in 8 Movements,1955,Music,5.9
Agony of Love,1966,Drama,5
The All-American Girl,1973,Drama,5.3
Among Giants,1998,"Romance, Comedy",6
Analyze This,1999,"Comedy, Crime",6.7
Animal Room,1995,"Drama, Thriller",5.2
The Second Arrival,1998,"Drama, Horror, Sci-Fi",3.8
Assault of the Party Nerds 2: The Heavy Petting Detective,1995,Comedy,2.9
The Bible and Gun Club,1996,"Comedy, Drama",7
Bruno,2000,"Comedy, Drama",6.1
Dead Man's Curve,1998,"Drama, Mystery, Romance",5.9
The Elf Who Didn't Believe,2000,"Comedy, Family",3.4
Foreign Correspondents,1999,"Drama, Mystery, Romance",6.2
In the Winter Dark,1998,"Drama, Horror, Mystery",6.1
The Other Sister,1999,"Comedy, Drama, Romance",6.5
Parting Shots,1998,"Comedy, Crime, Romance",5
Just the Ticket,1998,"Comedy, Romance",5.7
Why Do Fools Fall in Love,1998,"Biography, Drama, Music",6.4
Aberration,1997,"Horror, Sci-Fi",4.7
Centrespread,1981,"Drama, Sci-Fi",4.4
Common Law Wife,1961,Drama,4.3
Confessions of a Sexist Pig,1998,Comedy,4.4
Country Hooker,1974,Drama,5
The Curious Female,1970,"Comedy, Sci-Fi",4.4
Family Plan,1997,"Family, Comedy",4.9
Frauen für Zellenblock 9,1978,"Action, Crime, Drama",4.4
Horror Safari,1982,"Adventure, Horror, War",2.8
Lebensborn,1997,"Drama, Thriller",5.5
Life,1999,"Comedy, Crime, Drama",6.8
Love Kills,1998,"Comedy, Romance, Thriller",4.4
Lover Boy,1989,Drama,5.8
Kiss & Tell,1997,"Comedy, Drama",4.8
Mischievous,1996,Thriller,4.2
The Mutilator,1984,"Horror, Thriller",5.3
Portland Exposé,1957,"Crime, Mystery, Thriller",6.1
Reasons of the Heart,1996,Romance,5.9
Strangeland,1998,"Horror, Thriller",5.2
Sexual Roulette,1997,Drama,4.7
Blue Ridge Fall,1999,"Crime, Drama",5.6
Sparkler,1997,"Comedy, Drama",5.5
Two Girls and a Guy,1997,"Comedy, Drama",5.5
Under the Skin,1997,Drama,6.5
Very Bad Things,1998,"Comedy, Crime, Thriller",6.4
The Capture of Bigfoot,1979,"Adventure, Horror, Sci-Fi",3.4
The Cider House Rules,1999,"Drama, Romance",7.4
Deathline,1997,"Action, Sci-Fi",5
Deep Jaws,1976,Comedy,4.7
The Dicktator,1974,Comedy,4.6
Dreamaniac,1986,Horror,3.7
Emmanuelle in Soho,1981,Drama,4
Evil Come Evil Go,1972,Horror,3.7
Finding North,1998,"Comedy, Drama, Romance",6.5
Five Loose Women,1974,"Action, Crime, Drama",4.7
The Flesh Merchant,1956,Drama,4.8
Return to Paradise,1998,"Drama, Romance, Thriller",6.9
The Girl with Brains in Her Feet,1997,"Comedy, Drama, Sport",6.9
The Girls on F Street,1966,"Adventure, Drama, Thriller",5
The Hard Road,1970,Drama,5.8
He Got Game,1998,"Drama, Sport",6.9
Hidden Agenda,1999,"Action, Crime, Mystery",4.5
Orgazmo,1997,Comedy,6.2
Senior Week,1987,Comedy,3.7
Simon Birch,1998,"Comedy, Drama, Family",6.8
Teenage Innocence,1973,Drama,6.1
Thursday,1998,"Action, Comedy, Crime",7.2
Black Heat,1976,"Action, Crime, Drama",3.9
Calling Paul Temple,1948,"Crime, Mystery",6
Dancing on the Moon,1997,"Drama, Family",5.9
The Darkening,1995,"Horror, Mystery, Thriller",2.8
The Hanging Garden,1997,"Drama, Romance",6.8
I Think I Do,1997,"Comedy, Romance",6.6
Is There Sex After Death?,1971,Comedy,4.5
Trapped,1982,Thriller,5.9
The Kiss of Her Flesh,1968,"Horror, Thriller",5.4
Kitchen Party,1997,Comedy,6.2
Lady Godiva Rides,1968,"Comedy, Romance, Western",4
Lifepod,1981,"Sci-Fi, Thriller",4.9
Love God,1997,"Comedy, Horror",5.9
The Naughty Stewardesses,1973,"Comedy, Drama",2.9
The Planet of Junior Brown,1997,Drama,6.1
Splatter University,1984,"Horror, Mystery, Thriller",3.9
Sue,1997,Drama,7.2
Man on the Moon,1999,"Biography, Comedy, Drama",7.4
Bongwater,1998,"Comedy, Romance",5.5
Escort Girl,1941,"Crime, Drama",4.2
Some Girl,1998,"Comedy, Drama, Romance",5.8
Harvest,1998,Drama,4.5
Little Miss Magic,1998,"Comedy, Family, Fantasy",2.7
Lulu on the Bridge,1998,"Drama, Music, Mystery",6.2
The Night That Never Happened,1997,Drama,5
Outside Providence,1999,"Comedy, Drama, Romance",6.4
Passion in the Desert,1997,"Adventure, Drama",6.6
Scar City,1998,"Action, Thriller",5.1
Shrek,2001,"Animation, Adventure, Comedy",7.8
What Rats Won't Do,1998,"Comedy, Romance",6.3
Alice of Wonderland in Paris,1966,"Animation, Fantasy",5
Bob's Weekend,1996,"Comedy, Drama, Romance",5.9
Chutney Popcorn,1999,"Comedy, Drama",5.7
Cookie's Fortune,1999,"Comedy, Drama",6.8
Renegade Force,1998,"Action, Thriller",5.8
The Delicate Art of the Rifle,1996,Drama,7.2
Desert Blue,1998,Drama,6.2
Friend of the Family II,1996,Thriller,4.7
I Went Down,1997,"Action, Comedy, Crime",6.9
Legionnaire,1998,"Action, Adventure, Drama",5.5
The Incredible Adventures of Marco Polo,1998,Adventure,4.5
Pete's Meteor,1998,"Crime, Drama",4.6
Midnite Plowboy,1971,Comedy,4.4
The Monster of Camp Sunshine or How I Learned to Stop Worrying and Love Nature,1964,"Comedy, Horror",3.3
A Night to Dismember,1989,Horror,3.2
Olga's House of Shame,1964,"Crime, Drama",4.3
Pecker,1998,"Comedy, Drama",6.3
Shadow of Chinatown,1936,Thriller,4.1
A Stranger in the Kingdom,1999,Drama,5.5
Tiger Claws II,1996,Action,5
Sorority House Vampires,1998,"Comedy, Horror",1.7
Art House,1998,"Comedy, Drama",4.2
Bedrooms and Hallways,1998,"Comedy, Romance",6.6
Big Meat Eater,1982,"Comedy, Horror, Musical",5.4
Bloodletting,1997,Horror,4.5
Cry Wilderness,1987,"Adventure, Family, Fantasy",2
Date with Disaster,1957,"Drama, Crime",5.2
The Loss of Sexual Innocence,1999,Drama,5.4
Denial,1998,"Comedy, Drama, Romance",5.4
A Fish in the Bathtub,1998,Comedy,5.8
For Love of the Game,1999,"Drama, Romance, Sport",6.6
The Girl Gets Moe,1997,"Action, Drama",4.8
Hav Plenty,1997,Comedy,6.5
Honeymoon Horror,1982,"Horror, Thriller",3.8
The Hornet's Nest,1955,"Comedy, Crime, Drama",5.8
"James Dean: Live Fast, Die Young",1997,"Biography, Drama",4.8
Lassie's Great Adventure,1963,"Family, Drama",6.2
Neon Maniacs,1986,"Horror, Sci-Fi, Thriller",5.1
The Panther Squad,1984,"Action, Adventure, Crime",3.2
Drop Out Wife,1972,Drama,4.2
Polymorph,1996,"Action, Horror, Sci-Fi",4.2
Fatal Passion,1995,"Drama, Thriller",4.4
The Price of Desire,1997,"Drama, Thriller",5.7
The Ramrodder,1969,Western,4.7
The Ride,1997,"Drama, Family, Sport",6.5
Send for Paul Temple,1946,Crime,5.8
The Shadow Men,1997,"Action, Sci-Fi, Thriller",4.7
Shrieker,1998,Horror,3.8
Six Ways to Sunday,1997,"Comedy, Crime, Drama",6.3
Sixth Happiness,1997,Drama,6.5
Splendor,1999,"Comedy, Romance",6
The Sticky Fingers of Time,1997,Sci-Fi,6.1
Titanic Town,1998,Drama,6.3
Waking the Dead,2000,"Drama, Mystery, Romance",6.5
Walking Thunder,1995,"Drama, Family",5.9
Wavelength,1967,Drama,5.6
Zack and Reba,1998,"Comedy, Romance",5.6
American Tigers,1996,Action,4.8
Clubland,1999,Music,5
Dancehall Queen,1997,Drama,6.9
Go to Hell,1999,"Adventure, Comedy, Horror",3.9
Darklands,1996,"Drama, Horror, Thriller",4.6
Death House,1988,"Action, Horror, Sci-Fi",4.2
Devil Monster,1946,"Adventure, Horror",2.5
Divorcing Jack,1998,"Thriller, Comedy",6.7
Land of the Free,1998,Thriller,4.5
Laserhawk,1997,"Action, Adventure, Sci-Fi",4.2
The Night Caller,1998,"Crime, Drama, Horror",5.3
Another Day in Paradise,1998,"Crime, Drama, Thriller",6.5
Can't Hardly Wait,1998,"Comedy, Romance",6.5
The Puppetoon Movie,1987,"Animation, Family",7
Recoil,1998,Action,5.3
L.E.T.H.A.L. Ladies: Return to Savage Beach,1998,"Action, Adventure",3.7
The Secret Sex Lives of Romeo and Juliet,1969,Comedy,4.6
Seven Years Bad Luck,1921,Comedy,7.1
Starstruck,1998,Drama,4.7
Freak Talks About Sex,1999,Comedy,6.1
Tale of the Mummy,1998,"Adventure, Fantasy, Horror",4
The Tichborne Claimant,1998,Drama,6
Unmade Beds,1997,"Comedy, Drama",6.7
Walking to the Waterline,1998,Drama,6.2
All in Good Taste,1983,Comedy,3.1
Aurora,1998,"Adventure, Sci-Fi",3.5
The Boy Who Saved Christmas,1998,"Comedy, Family, Fantasy",3.2
Rockabilly Vampire,1996,Comedy,4.6
The Dream Catcher,1999,Drama,6.7
"First Love, Last Rites",1997,"Drama, Romance",5.2
Flophouse,2002,Comedy,1.9
Ghostkeeper,1982,"Drama, Horror, Thriller",5.1
H,1990,Drama,6.3
Invasion of the Star Creatures,1962,"Comedy, Sci-Fi",3.2
Instinct,1999,"Drama, Thriller",6.6
Satan's Children,1975,Horror,4.6
Shadow Zone: My Teacher Ate My Homework,1997,"Comedy, Horror",5.6
Operation Splitsville,1998,Comedy,4.6
Summer of the Monkeys,1998,"Drama, Family",6.2
A Sweet Sickness,1968,Drama,5.1
Tainted,1998,"Comedy, Thriller",4.5
Teenage Tramp,1973,"Crime, Drama",4.5
The Vicious Sweet,1997,Horror,2.9
The Wiggles Movie,1997,"Adventure, Comedy, Family",6.5
You've Got Mail,1998,"Comedy, Drama, Romance",6.6
Bach Cello Suite #4: Sarabande,1997,Drama,5.9
The Bumblebee Flies Anyway,1999,"Drama, Romance",6.3
Dark Harbor,1998,"Thriller, Drama",6.2
Facade,1999,"Action, Thriller",4.4
Dilemma,1997,"Action, Drama",3.5
Falling Fire,1997,Sci-Fi,4.3
The Hart of London,1970,Mystery,6.8
Hell's Kitchen,1998,"Crime, Drama",4.7
In the Flesh,1998,"Crime, Drama",5.7
The Iron Giant,1999,"Animation, Action, Adventure",8
Legong: Dance of the Virgins,1935,"Drama, Romance",6.6
Lowball,1996,"Drama, Action, Crime",5.1
The Out-of-Towners,1999,Comedy,5.5
Patch Adams,1998,"Biography, Comedy, Drama",6.8
Search for the Beast,1997,Horror,1.6
Dear Santa,1998,"Comedy, Family, Fantasy",2.7
There's Something About Mary,1998,"Comedy, Romance",7.1
A Soldier's Sweetheart,1998,"Drama, War",6.2
Trained to Kill,1989,Action,5.1
Treasures of the Snow,1980,Drama,7.1
Twice a Man,1964,Drama,6.2
Vice Academy 4,1995,"Comedy, Crime",4.2
Watchers Reborn,1998,"Horror, Sci-Fi",3.6
White Slaves of Chinatown,1964,"Crime, Drama",5
Women in Revolt,1971,"Comedy, Drama",5.8
The Wonderful Ice Cream Suit,1998,"Comedy, Family, Fantasy",6.3
Bandyta,1997,Drama,6.6
Confessions of a Lap Dancer,1997,Drama,4.7
Crazed,1978,Horror,5.3
The Creeps,1997,"Comedy, Fantasy, Horror",4.2
The Curse of the Screaming Dead,1982,Horror,2.3
Damien's Seed,1996,Mystery,5.2
The Dark Side of Midnight,1984,"Horror, Thriller",3.6
Dog Park,1998,"Comedy, Romance",5.1
Ernest in the Army,1998,"Family, Comedy",4.7
The Exotic House of Wax,1997,"Comedy, Fantasy, Mystery",3.4
Charades,1998,"Drama, Mystery",5.3
The Freeway Maniac,1989,"Horror, Thriller",4.1
High Voltage,1997,"Action, Crime, Thriller",4.3
I Still Know What You Did Last Summer,1998,"Horror, Mystery",4.7
"I Love You, Don't Touch Me!",1997,"Comedy, Romance",5
The Jar,1984,Horror,2.4
Lolita 2000,1998,Sci-Fi,4
Mickey Blue Eyes,1999,"Comedy, Crime, Romance",5.8
The New Swiss Family Robinson,1998,"Adventure, Family",4.9
P.U.N.K.S.,1999,"Comedy, Sci-Fi",4.9
Pervirella,1997,"Adventure, Comedy",4.4
Postmortem,1998,Thriller,5
Random Encounter,1998,"Thriller, Crime",4.8
The Redeemer: Son of Satan!,1978,Horror,5.3
Samurai Cop,1991,"Action, Crime, Thriller",4.6
Snakes,1974,"Horror, Thriller",5.1
Sweet Jane,1998,"Drama, Romance",7.1
Backwoods,1987,"Horror, Thriller",4.2
Tom,1973,Drama,4.6
Dead of Night,1988,"Action, Comedy, Horror",3.5
Dinosaur,2000,"Animation, Adventure, Family",6.5
Dream No Evil,1970,"Drama, Horror, Mystery",4.8
Empire of Ash,1988,"Sci-Fi, Action, Fantasy",3.8
Heart,1999,"Drama, Thriller",6.4
Night of Fear,1973,"Horror, Thriller",5.8
One Minute Before Death,1972,Horror,3.6
T.N.T.,1997,Action,3.1
Two Idiots in Hollywood,1988,"Musical, Comedy",5
Bowfinger,1999,Comedy,6.4
Darkness Falls,1999,"Drama, Thriller",5.7
Dogs of Hell,1983,"Horror, Thriller",4.3
Edtv,1999,"Comedy, Drama",6.1
A Fistful of Fingers,1995,"Comedy, Western",6.2
Footrot Flats: The Dog's Tale,1986,"Animation, Comedy",7.1
Kiss of the Tarantula,1976,Horror,4.4
Misbegotten,1997,Thriller,4.3
My Grandpa Is a Vampire,1992,"Comedy, Family",3.8
No Code of Conduct,1998,"Action, Crime, Drama",4.9
The Outfitters,1999,"Action, Adventure",5.6
Pep Squad,1998,"Comedy, Crime, Horror",4.1
Portrait in Terror,1968,"Crime, Horror, Mystery",4.6
The Pyramid,1976,Drama,4.6
Rogue Trader,1999,"Crime, Drama, History",6.4
Spin the Bottle,1998,"Comedy, Drama, Romance",5.7
Stir,1997,"Drama, Thriller",5
UFO: Target Earth,1974,Sci-Fi,2.6
Wing Commander,1999,"Action, Adventure, Sci-Fi",4.3
The Adventures of Rocky & Bullwinkle,2000,"Animation, Adventure, Comedy",4.2
BASEketball,1998,"Comedy, Sport",6.5
Better Living,1998,Comedy,4.4
Brand of Shame,1968,"Comedy, Western",3.7
The Brick Dollhouse,1967,"Thriller, Drama",4
Golden Apples of the Sun,1973,"Drama, Thriller",2.3
Cannibal Hookers,1987,"Comedy, Crime, Horror",2.5
Dead by Monday,2001,Comedy,5.6
The First of May,1999,"Drama, Family, Sport",6.7
The Florentine,1999,"Comedy, Drama",5.7
Flypaper,1999,"Comedy, Crime, Thriller",5.2
Ghosts of Hanley House,1968,Horror,4.1
Hi-Life,1998,"Comedy, Romance",5.6
Mystery Men,1999,"Action, Comedy, Fantasy",6.1
October Sky,1999,"Biography, Drama, Family",7.8
The Secret Laughter of Women,1999,"Comedy, Drama, Romance",6.2
At First Sight,1999,"Drama, Romance",6
To Walk with Lions,1999,"Adventure, Biography, Drama",6.9
Stargames,1998,Sci-Fi,1.8
Below the Belt,1971,"Comedy, Action, Crime",3.7
BlackMale,2000,Thriller,4.6
Blood Freak,1972,"Horror, Sci-Fi",3.7
The Craic,1999,Comedy,5.6
The Crow: Salvation,2000,"Action, Crime, Fantasy",4.9
David Searching,1997,"Drama, Romance",5.8
Dynamite Brothers,1974,"Action, Drama",3
Erotic Boundaries,1997,"Drama, Mystery, Romance",4.7
Teaching Mrs. Tingle,1999,"Comedy, Thriller",5.3
Lightmaker,2001,Fantasy,7
Little Devils: The Birth,1993,"Comedy, Horror",3
The Matrix,1999,"Action, Sci-Fi",8.7
Naturally Native,1998,Drama,6.3
Perpetrators of the Crime,1999,Comedy,5.3
Planet of the Apes,2001,"Action, Adventure, Sci-Fi",5.7
SLC Punk!,1998,"Comedy, Drama, Music",7.5
Shadow Run,1998,Crime,4.3
Treasure Planet,2002,"Animation, Adventure, Family",7.2
Twister's Revenge!,1988,"Action, Comedy, Sci-Fi",2.2
24 Nights,1999,"Comedy, Drama, Romance",6.3
The Faculty,1998,"Horror, Sci-Fi",6.5
Hairshirt,1998,"Comedy, Romance",4.2
Motel Blue,1997,Thriller,4.8
A Murder of Crows,1998,"Action, Crime, Thriller",6.4
My Brother's War,1997,"Action, Thriller",4.9
Plunkett & Macleane,1999,"Action, Adventure, Comedy",6.4
The Rugrats Movie,1998,"Animation, Adventure, Comedy",5.9
Scream 3,2000,"Horror, Mystery",5.6
Thumbelina,1970,"Family, Fantasy, Musical",1.6
Twisted Nightmare,1987,Horror,4.4
Sawdust Tales,1997,Drama,6.1
8MM,1999,"Crime, Drama, Mystery",6.5
Butter,1998,"Action, Thriller",4.2
Detention,1998,Drama,6.3
"Mystery, Alaska",1999,"Comedy, Drama, Sport",6.7
Disturbing Behavior,1998,"Horror, Mystery, Sci-Fi",5.7
Duets,2000,"Comedy, Drama, Music",6.1
Jokes My Folks Never Told Me,1978,"Animation, Comedy",4.9
Psycho Sisters,1998,"Horror, Thriller",4.4
Psycho a Go Go,1965,"Crime, Horror, Sci-Fi",3.7
Soccer Dog: The Movie,1999,"Comedy, Family, Sport",2.9
Soundman,1998,"Comedy, Crime, Thriller",5.2
Supernova,2000,"Horror, Sci-Fi, Thriller",4.9
When Danger Follows You Home,1997,Thriller,5.4
Birthright,1939,Drama,6.2
Black Light,1999,"Crime, Mystery, Romance",4.3
Bug Buster,1998,"Comedy, Horror, Sci-Fi",4
Blind Faith,1998,Drama,7.2
Boy! What a Girl!,1947,"Comedy, Musical",5.8
Broken Strings,1942,"Drama, Music",5.7
