title,year,genre,imdb
Hangman's Knot,1952,"Romance, Western",6.7
Hans Christian Andersen,1952,"Biography, Family, Musical",6.9
Hellgate,1952,Western,6.5
Here Come the Marines,1952,Comedy,6.2
Here Come the Nelsons,1952,Comedy,6.4
Hindle Wakes,1952,"Drama, Romance",6
Hold That Line,1952,"Action, Comedy, Sport",6.3
Holiday for Sinners,1952,Drama,6
The Holly and the Ivy,1952,Drama,7.5
Home at Seven,1952,"Crime, Drama, Mystery",6.7
Horizons West,1952,"Action, Adventure, Romance",6.2
The Hour of 13,1952,"Crime, Mystery, Romance",6.3
Hurricane Smith,1952,"Action, Adventure, Romance",5.3
I Believe in You,1952,Drama,6.5
I Dream of Jeanie,1952,"Biography, Drama, Music",6.1
The Importance of Being Earnest,1952,"Comedy, Drama",7.5
"Invasion, U.S.A.",1952,"Drama, Sci-Fi, War",3.2
Invitation,1952,"Drama, Romance",6.8
Saturday Island,1952,"Adventure, Romance, War",6.3
It Grows on Trees,1952,"Comedy, Fantasy",6.7
Ivanhoe,1952,"Adventure, Drama, History",6.8
Jack and the Beanstalk,1952,"Comedy, Family, Fantasy",6
The Jazz Singer,1952,"Drama, Music, Romance",5.7
Jumping Jacks,1952,"Comedy, Musical",6.4
Jungle Jim in the Forbidden Land,1952,"Adventure, Sci-Fi",6.2
Just This Once,1952,Comedy,6.2
Just for You,1952,"Comedy, Drama, Musical",6.1
Kangaroo,1952,"Adventure, Drama, Western",5.5
The Kid from Broken Gun,1952,"Action, Adventure, Comedy",6.7
Kid Monk Baroni,1952,"Action, Drama, Sport",6.3
The Las Vegas Story,1952,"Crime, Drama, Film-Noir",6.4
Last of the Comanches,1953,"Action, Adventure, Western",6.4
Laxdale Hall,1953,"Comedy, Romance",6.2
Limelight,1952,"Drama, Music, Romance",8.1
The Lion and the Horse,1952,Western,6.2
Loan Shark,1952,"Crime, Drama, Film-Noir",6.3
The Long Memory,1953,"Crime, Drama, Thriller",7
The Lost Hours,1952,Mystery,5.9
Lost in Alaska,1952,"Adventure, Comedy",6.4
Love Is Better Than Ever,1952,"Comedy, Romance",5.7
Lovely to Look At,1952,"Comedy, Musical, Romance",6.3
Lure of the Wilderness,1952,"Adventure, Drama, Romance",6.5
The Lusty Men,1952,"Action, Drama, Sport",7.4
Ma and Pa Kettle at the Fair,1952,"Adventure, Comedy, Romance",7
Made in Heaven,1952,Comedy,5.4
The Last Page,1952,"Crime, Drama",6.4
The Man Behind the Gun,1953,Western,6
The Man in the White Suit,1951,"Comedy, Drama, Sci-Fi",7.3
Mara Maru,1952,"Adventure, Crime, Drama",6.1
The Marrying Kind,1952,"Comedy, Drama",7.1
Meet Danny Wilson,1952,"Drama, Musical",6.4
The Member of the Wedding,1952,Drama,6.8
The Merry Widow,1952,Musical,5.8
Million Dollar Mermaid,1952,"Biography, Drama, Musical",6.6
Miss Robin Hood,1952,"Comedy, Crime",6
Monkey Business,1952,"Comedy, Sci-Fi",7
Montana Belle,1952,"Action, Adventure, Romance",5.7
Mother Riley Meets the Vampire,1952,"Comedy, Horror",3.8
Mr. Denning Drives North,1951,"Crime, Drama, Mystery",6.7
The Voice of Merrill,1952,Mystery,6.8
Out of the Shadow,1961,Mystery,5
Mutiny,1952,"Adventure, History",5.2
My Pal Gus,1952,"Comedy, Drama, Romance",6.8
My Son John,1952,Drama,5.6
My Wife's Best Friend,1952,"Comedy, Drama, Fantasy",6
The Naked Spur,1953,"Thriller, Western",7.4
The Narrow Margin,1952,"Crime, Drama, Film-Noir",7.7
Never Wave at a WAC,1953,"Adventure, Comedy, Romance",6
New Faces,1954,"Comedy, Musical",6.4
Night Without Sleep,1952,"Drama, Film-Noir, Mystery",6.2
No Holds Barred,1952,Comedy,6.2
No Room for the Groom,1952,Comedy,6.4
O. Henry's Full House,1952,Drama,7.2
Okinawa,1952,"Action, Drama, History",5.2
Oklahoma Annie,1952,"Comedy, Western",5.4
Operation Secret,1952,"Drama, War",6.2
Outcast of the Islands,1951,"Adventure, Drama",6.9
The Outcasts of Poker Flat,1952,Western,6.4
Outlaw Women,1952,Western,5.2
The Planter's Wife,1952,"Adventure, Drama",5.9
Pat and Mike,1952,"Comedy, Romance, Sport",7
The Pathfinder,1952,"Adventure, War, Western",5.6
Paul Temple Returns,1952,Mystery,5.8
Paula,1952,Drama,6.3
Penny Princess,1952,"Comedy, Romance",6.2
Phone Call from a Stranger,1952,"Drama, Film-Noir",7
The Pickwick Papers,1952,"Comedy, Drama",7
Plymouth Adventure,1952,"Adventure, Drama, History",6.3
Pony Soldier,1952,Western,6
The Pride of St. Louis,1952,"Biography, Drama, Sport",6.6
The Prisoner of Zenda,1952,Adventure,7
The Card,1952,Comedy,7.1
Radar Men from the Moon,1952,"Action, Sci-Fi",4.7
The Raiders,1952,Western,5.7
Rainbow 'Round My Shoulder,1952,Musical,5.8
Rancho Notorious,1952,Western,7
Red Skies of Montana,1952,"Action, Adventure, Drama",6.4
The Redhead from Wyoming,1953,"Action, Drama, Romance",6.2
Return of the Texan,1952,"Drama, Romance, Western",7
Ride the Man Down,1952,Western,6.2
The Ringer,1952,"Comedy, Crime, Drama",6.3
Road to Bali,1952,"Adventure, Comedy, Fantasy",6.5
Rogue's March,1953,"Adventure, Drama, War",6.1
Rose of Cimarron,1952,Western,5.2
Ruby Gentry,1952,"Drama, Romance",6.7
Sally and Saint Anne,1952,Comedy,6.1
The San Francisco Story,1952,Western,6.3
The Savage,1952,"Action, Romance, Western",6.1
Scandal Sheet,1952,"Crime, Drama, Film-Noir",7.4
Scaramouche,1952,"Action, Adventure, Comedy",7.5
Scarlet Angel,1952,"Action, Adventure, Drama",6.4
The Sellout,1952,"Crime, Drama, Film-Noir",6.7
She's Working Her Way Through College,1952,"Comedy, Musical",6.2
Singin' in the Rain,1952,"Comedy, Musical, Romance",8.3
Skirts Ahoy!,1952,"Comedy, Musical",5.8
Sky Full of Moon,1952,"Comedy, Western",6.1
The Sniper,1952,"Crime, Drama, Film-Noir",7.2
So Little Time,1952,"Drama, Romance, War",6.8
Somebody Loves Me,1952,"Biography, Comedy, Drama",6.7
Something for the Birds,1952,Comedy,6.3
Something to Live For,1952,Drama,6.5
Son of Ali Baba,1952,"Action, Adventure, Fantasy",5.9
Springfield Rifle,1952,"War, Western",6.7
The Star,1952,"Drama, Romance",7
Stars and Stripes Forever,1952,"Biography, Comedy, Music",7.2
The Steel Trap,1952,"Crime, Drama, Film-Noir",6.9
Stolen Face,1952,"Crime, Drama",6.1
The Stooge,1951,"Comedy, Drama, Music",6.9
"Stop, You're Killing Me",1952,"Comedy, Musical",6.2
The Story of Robin Hood and His Merrie Men,1952,"Action, Adventure, Family",6.7
The Story of Will Rogers,1952,"Biography, Comedy, Drama",6.6
Strange Fascination,1952,"Drama, Film-Noir, Music",6.3
Hunted,1952,"Crime, Drama",7.4
Sudden Fear,1952,"Film-Noir, Thriller",7.5
Talk About a Stranger,1952,"Drama, Film-Noir, Mystery",6.2
Tarzan's Savage Fury,1952,"Action, Adventure",6
One Way Ticket to Hell,1955,"Crime, Drama",4
Thief of Damascus,1952,"Adventure, Fantasy, Romance",5.4
This Woman Is Dangerous,1952,Drama,5.9
Three for Bedroom C,1952,Comedy,5.8
"Time, Gentlemen, Please!",1952,Comedy,6.6
Meet Me Tonight,1952,Comedy,6.2
Treasure Hunt,1952,Comedy,5.4
Trent's Last Case,1952,Mystery,5.9
The Turning Point,1952,"Crime, Drama, Film-Noir",6.8
Untamed Frontier,1952,Western,6.1
Untamed Women,1952,"Sci-Fi, War",3.9
Voodoo Tiger,1952,Adventure,6.5
"Wait Till the Sun Shines, Nellie",1952,Drama,7
Washington Story,1952,Drama,6.2
Way of a Gaucho,1952,"Action, Adventure, Romance",6.6
We're Not Married!,1952,"Comedy, Romance",6.3
When in Rome,1952,"Comedy, Crime, Drama",6.6
Where's Charley?,1952,"Comedy, Musical",5.8
The Wild North,1952,"Adventure, Romance, Western",6.6
Wild Stallion,1952,Western,5.9
Wings of Danger,1952,"Crime, Drama, Thriller",5.5
The Winning Team,1952,"Biography, Drama, Romance",6.5
Without Warning!,1952,"Crime, Drama, Film-Noir",6.7
Yankee Buccaneer,1952,"Adventure, History, Romance",6
You for Me,1952,"Comedy, Romance",5.8
Young Man with Ideas,1952,"Comedy, Drama",6
Zombies of the Stratosphere,1952,"Action, Adventure, Sci-Fi",5.7
"The 5,000 Fingers of Dr. T.",1953,"Family, Fantasy, Music",6.8
99 River Street,1953,"Action, Crime, Drama",7.4
Abbott and Costello Go to Mars,1953,"Comedy, Fantasy, Sci-Fi",6.1
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,"Comedy, Horror, Mystery",6.6
The Actress,1953,"Biography, Comedy, Drama",6.5
Affair with a Stranger,1953,"Comedy, Drama, Family",5.7
The Affairs of Dobie Gillis,1953,"Comedy, Musical",6.1
The All American,1953,"Drama, Romance, Sport",6
All Ashore,1953,"Comedy, Musical",5.1
All I Desire,1953,"Drama, Romance",7.1
All the Brothers Were Valiant,1953,"Adventure, Drama, Romance",6.3
Always a Bride,1953,Comedy,6
Ambush at Tomahawk Gap,1953,"Action, Romance, Western",5.9
Appointment in Honduras,1953,"Adventure, Crime, Thriller",5.7
Arena,1953,"Drama, Sport, Western",5.2
Arrowhead,1953,"Drama, Romance, Western",5.8
Back to God's Country,1953,"Action, Adventure, Drama",5.8
Bad for Each Other,1953,Drama,5.9
Battle Circus,1953,"Drama, Romance, War",6
The Beggar's Opera,1953,"Crime, History, Musical",6.2
The Big Heat,1953,"Crime, Film-Noir, Thriller",8
Big Leaguer,1953,"Drama, Family, Sport",5.9
The Bigamist,1953,"Drama, Film-Noir",6.8
Blowing Wild,1953,"Action, Adventure, Drama",6.4
The Blue Gardenia,1953,"Crime, Drama, Film-Noir",6.9
A Blueprint for Murder,1953,"Crime, Drama, Film-Noir",6.8
Botany Bay,1952,"Adventure, Drama, Romance",6.1
Bright Road,1953,"Drama, Music",6.6
By the Light of the Silvery Moon,1953,"Comedy, Family, Musical",7.1
The Caddy,1953,"Comedy, Musical, Sport",6.5
Calamity Jane,1953,"Comedy, Musical, Romance",7.3
Call Me Madam,1953,"Comedy, Musical, Romance",6.8
Canadian Mounties vs. Atomic Invaders,1953,"Action, Adventure, Western",5.1
Captain John Smith and Pocahontas,1953,"Drama, History, Romance",4.7
Captain Scarface,1953,"Action, Drama, Romance",4.7
Captain Scarlett,1952,"Adventure, Drama",4.8
The Captain's Paradise,1953,"Comedy, Romance",6.9
Cat-Women of the Moon,1953,"Adventure, Sci-Fi",3.9
The Charge at Feather River,1953,Western,6.3
City Beneath the Sea,1953,"Action, Adventure, Drama",5.5
City That Never Sleeps,1953,"Crime, Drama, Film-Noir",6.8
City of Bad Men,1953,Western,6.1
Clipped Wings,1953,Comedy,6.3
Code Two,1953,"Action, Crime, Drama",6.4
Column South,1953,"Action, Adventure, Drama",6.3
Confidentially Connie,1953,"Comedy, Family",5.9
Conquest of Cochise,1953,"Adventure, Drama, Romance",5.5
Count the Hours!,1953,"Crime, Drama, Film-Noir",6.2
Cow Country,1953,Western,6.3
Mandy,1952,Drama,7.4
The Cruel Sea,1953,"Drama, War",7.5
Cry of the Hunted,1953,"Crime, Drama, Film-Noir",6.4
Curtain Up,1952,Comedy,6.1
Dance Hall Racket,1953,"Action, Adventure, Crime",3.3
Death Goes to School,1953,Mystery,5.8
Decameron Nights,1953,"Drama, Adventure, Romance",5.5
Desert Legion,1953,"Action, Adventure, Romance",5.6
The Desert Song,1953,"Musical, Romance",6.2
Desperate Moment,1953,"Crime, Drama, Thriller",6.7
Destination Gobi,1953,"Adventure, Drama, War",6.2
Devil's Canyon,1953,Western,5.2
Donovan's Brain,1953,"Sci-Fi, Horror",6
Dramma nella Kasbah,1953,"Crime, Drama",5.6
Dream Wife,1953,"Comedy, Romance",6
East of Sumatra,1953,"Action, Adventure, Romance",5.6
Easy to Love,1953,"Comedy, Musical, Romance",6.4
The Eddie Cantor Story,1953,"Biography, Drama, Music",5.7
Escape from Fort Bravo,1953,Western,6.7
Fair Wind to Java,1953,"Action, Adventure, Drama",5.8
The Fake,1953,"Crime, Drama, Film-Noir",6.2
The Farmer Takes a Wife,1953,"Comedy, Musical, Romance",5.5
Fast Company,1953,Comedy,5.3
Fast and Loose,1954,Comedy,5.7
Fighter Attack,1953,War,5.7
The Final Test,1953,"Comedy, Drama, Sport",6.7
Forbidden,1953,"Crime, Drama, Film-Noir",6.6
Forever Female,1953,Comedy,6.7
Fort Algiers,1953,"Action, Adventure, Drama",5.6
Fort Ti,1953,"Adventure, War, Western",5.2
Fort Vengeance,1953,Western,5.9
Four Sided Triangle,1953,"Romance, Sci-Fi",5.9
Francis Covers the Big Town,1953,"Adventure, Comedy, Crime",6.7
From Here to Eternity,1953,"Drama, Romance, War",7.6
Genevieve,1953,Comedy,7.1
The Girl Next Door,1953,"Comedy, Musical",6.1
The Girl Who Had Everything,1953,"Romance, Drama",5.6
The Girls of Pleasure Island,1953,"Comedy, Romance",6
Give a Girl a Break,1953,"Comedy, Musical, Romance",6.3
The Glass Wall,1953,"Drama, Film-Noir",6.8
The Glass Web,1953,"Crime, Drama, Film-Noir",6.6
Glen or Glenda,1953,Drama,4.2
The Golden Blade,1953,Adventure,5.7
The Great Diamond Robbery,1954,"Comedy, Crime",5.9
The Story of Gilbert and Sullivan,1953,"Biography, Drama, Musical",6.8
The Great Sioux Uprising,1953,Western,5.6
Gun Belt,1953,Western,5.9
Gunsmoke,1953,"Romance, Western",6.8
Half a Hero,1953,Comedy,5.8
Here Come the Girls,1953,"Comedy, Musical",6
His Majesty O'Keefe,1954,"Action, Adventure, Biography",6.2
Houdini,1953,"Biography, Drama",6.9
House of Blackmail,1953,"Drama, Mystery",6
House of Wax,1953,Horror,7.1
The House of the Arrow,1953,Mystery,6.8
The I Don't Care Girl,1953,"Biography, Musical",6.4
I Love Melvin,1953,"Comedy, Musical, Romance",6.7
"I, the Jury",1953,"Crime, Drama, Film-Noir",6.1
Inferno,1953,"Crime, Drama, Romance",7.1
Island in the Sky,1953,"Adventure, Drama",6.9
It Came from Outer Space,1953,"Horror, Sci-Fi",6.5
It Happens Every Thursday,1953,"Comedy, Drama",6.3
"Jack McCall, Desperado",1953,Western,5.1
Jack Slade,1953,"Romance, Western",6.2
Jalopy,1953,Comedy,6.3
Jamaica Run,1953,"Crime, Drama, Film-Noir",5.9
Jennifer,1953,Mystery,6
The Joe Louis Story,1953,"Biography, Drama, Film-Noir",6.1
The Juggler,1953,"Drama, History, War",6.6
Julius Caesar,1953,"Biography, Drama, History",7.3
Kansas Pacific,1953,Western,5.7
The Kid from Left Field,1953,"Comedy, Drama, Sport",6.4
Killer Ape,1953,"Adventure, Sci-Fi",6.4
King of the Khyber Rifles,1953,"Adventure, Drama, History",6.4
Knights of the Round Table,1953,"Action, Adventure, Drama",6.3
The Lady Wants Mink,1953,Comedy,5.9
The Large Rope,1953,"Crime, Drama, Mystery",6.2
The Last Posse,1953,"Action, Adventure, Western",6.6
Latin Lovers,1953,"Comedy, Music, Romance",5.5
Law and Order,1953,"Action, Adventure, Western",5.9
The Lawless Breed,1952,Western,6.4
Let's Do It Again,1953,"Comedy, Musical",5.9
Lili,1953,"Drama, Musical, Romance",7.4
The Limping Man,1953,"Crime, Drama, Film-Noir",5.8
A Lion Is in the Streets,1953,"Drama, Romance, Thriller",6.2
Little Fugitive,1953,"Drama, Family",7.5
The Kidnappers,1953,"Drama, Family, Romance",7.1
The Lone Hand,1953,Western,6.7
Loose in London,1953,"Action, Adventure, Comedy",6.6
The Magnetic Monster,1953,"Horror, Sci-Fi",5.8
Malta Story,1953,"Drama, History, War",6.5
The Man Who Watched Trains Go By,1952,"Crime, Drama",6.3
Man in the Dark,1953,"Crime, Drama, Film-Noir",6.3
Marilyn,1953,"Crime, Drama",5.8
Martin Luther,1953,"Biography, Drama, History",6.9
The Master of Ballantrae,1953,"Action, Adventure, History",6.5
The Maze,1953,"Drama, Fantasy, Horror",5.9
Meet Mr. Lucifer,1953,"Comedy, Fantasy",6
Mesa of Lost Women,1953,"Horror, Sci-Fi",2.7
The Million Pound Note,1954,"Comedy, Romance",6.9
Miss Sadie Thompson,1953,"Drama, Musical, Romance",6
Mission Over Korea,1953,"Drama, War",5.5
The Mississippi Gambler,1953,"Adventure, Romance, Western",6.7
Mister Scoutmaster,1953,Comedy,7
Money from Home,1953,"Comedy, Musical, Romance",6.3
The Moonlighter,1953,Western,5.8
Murder at 3am,1953,Drama,5.2
The Nebraskan,1953,Western,4.8
The Net,1953,"Drama, Sci-Fi",5.4
Never Let Me Go,1953,"Adventure, Drama, Romance",6.2
Niagara,1953,"Film-Noir, Thriller",7
No Escape,1953,"Crime, Drama, Film-Noir",5.6
Off Limits,1952,"Action, Comedy, Romance",6.3
One Girl's Confession,1953,"Action, Crime, Drama",6.5
Operation Diplomat,1953,"Crime, Drama, Mystery",6.5
Paris Model,1953,"Comedy, Drama",4.8
Park Plaza 605,1953,"Crime, Drama",5.5
Personal Affair,1953,"Crime, Drama, Mystery",6.4
Phantom from Space,1953,"Horror, Sci-Fi",4.2
Pickup on South Street,1953,"Crime, Film-Noir, Thriller",7.7
Planet Outlaws,1953,"Action, Family, Sci-Fi",3.8
Plunder of the Sun,1953,"Action, Adventure, Drama",6.5
Pony Express,1953,"History, Romance, Western",5.9
Powder River,1953,Western,6.4
The President's Lady,1953,"Biography, Drama",6.9
Prisoners of the Casbah,1953,"Adventure, Drama, Romance",5.2
Private Eyes,1953,"Action, Adventure, Comedy",6.2
Project Moon Base,1953,Sci-Fi,3.2
Raiders of the Seven Seas,1953,Adventure,5.7
Recoil,1953,"Crime, Drama",6
Remains to Be Seen,1953,"Comedy, Crime, Music",6.1
Return to Paradise,1953,"Adventure, Drama, Romance",6.1
Riders to the Stars,1954,"Drama, Sci-Fi",5.5
The Robe,1953,"Drama, History",6.7
Robot Monster,1953,"Comedy, Horror, Sci-Fi",3
Saadia,1953,"Adventure, Drama",5.5
Sabre Jet,1953,"Drama, War",5.3
Safari Drums,1953,Adventure,5.5
Salome,1953,"Drama, History",5.9
San Antone,1953,Western,5.9
Sangaree,1953,"Drama, History",6.5
Savage Mutiny,1953,Adventure,6.5
Scared Stiff,1953,"Comedy, Horror, Musical",6.5
Sea Devils,1953,"Action, Adventure, Drama",5.7
Seminole,1953,"Adventure, Western",6.2
Serpent of the Nile,1953,"Adventure, Biography, History",5.1
Street of Shadows,1953,"Crime, Drama",6
Shane,1953,"Drama, Western",7.6
She's Back on Broadway,1953,"Comedy, Musical",5.9
Rough Shoot,1953,"Adventure, Crime, Thriller",6.1
The Silver Whip,1953,Western,6.6
Siren of Bagdad,1953,"Adventure, Comedy, Fantasy",5.5
A Slight Case of Larceny,1953,"Comedy, Crime",6.2
So Big,1953,"Drama, Romance, Western",6.7
So This Is Love,1953,"Biography, Music, Musical",6.2
Sombrero,1953,"Musical, Romance",5.4
Son of the Renegade,1953,Western,5.4
South of Algiers,1953,"Adventure, Crime, Drama",5.3
Spaceways,1953,"Sci-Fi, Thriller",5.1
Split Second,1953,"Crime, Drama, Film-Noir",6.9
The Square Ring,1953,Drama,6.3
The Stand at Apache River,1953,Western,5.6
Star of India,1954,"Adventure, Romance",5.6
The Steel Lady,1953,"Action, Adventure, Drama",6.6
Stolen Identity,1953,Drama,6.3
The Stranger Wore a Gun,1953,"War, Western",5.9
Street Corner,1953,"Crime, Drama",6.8
The Sword and the Rose,1953,"Adventure, Drama, Family",6.4
Take Me to Town,1953,"Adventure, Comedy, Romance",6.4
Take the High Ground!,1953,"Drama, War",6.1
Tarzan and the She-Devil,1953,"Action, Adventure",5.6
36 Hours,1953,"Crime, Drama",5.7
Test Tube Babies,1948,Drama,2.8
They Who Dare,1954,"Drama, History, War",5.6
Those Redheads from Seattle,1953,"Musical, Western",5.8
Three Sailors and a Girl,1953,"Comedy, Musical",6.2
Thunder Bay,1953,"Adventure, Drama",6.5
Thunder Over the Plains,1953,"Romance, War, Western",6.6
The Titfield Thunderbolt,1953,Comedy,7.1
Tonight We Sing,1953,Musical,5.8
Top Banana,1954,"Comedy, Musical, Romance",5.5
Torch Song,1953,"Drama, Music, Romance",5.5
Torpedo Alley,1952,Drama,6
Treasure of the Golden Condor,1953,Adventure,6.2
Trouble in the Glen,1954,Comedy,5.6
Tumbleweed,1953,Western,6.7
Turn the Key Softly,1953,"Crime, Drama",7
The Twonky,1953,"Comedy, Sci-Fi",5.5
Valley of Head Hunters,1953,Adventure,6.7
The Vanquished,1953,Western,5.6
Vicki,1953,"Crime, Drama, Film-Noir",6.5
Violated,1953,"Crime, Drama, Film-Noir",5.3
Walking My Baby Back Home,1953,"Comedy, Musical",6.1
War Arrow,1953,"Romance, War, Western",5.9
War Paint,1953,"Adventure, War, Western",5.8
The Weak and the Wicked,1954,Drama,6.4
White Witch Doctor,1953,"Action, Adventure, Romance",6.1
Wild Women,1951,"Adventure, Comedy",3.9
Will Any Gentleman...?,1953,Comedy,5.9
Wings of the Hawk,1953,"Adventure, Romance, Western",6
Woman They Almost Lynched,1953,Western,6.7
Women of Twilight,1952,"Crime, Drama, Romance",6.4
The Yellow Balloon,1953,Drama,6.9
Young Bess,1953,"Biography, Drama, Romance",6.7
"20,000 Leagues Under the Sea",1954,"Adventure, Drama, Family",7.2
About Mrs. Leslie,1954,"Drama, Romance",7.1
Alaska Seas,1954,"Adventure, Crime, Drama",6.1
Angels One Five,1952,"Drama, War",6.5
Apache,1954,Western,6.4
Arrow in the Dust,1954,"Romance, Western",5.6
Athena,1954,"Musical, Romance, Comedy",6
The Atomic Kid,1954,"Comedy, Sci-Fi",5.2
Aunt Clara,1954,"Comedy, Family",6.4
Bait,1954,"Crime, Drama, Film-Noir",6
The Bamboo Prison,1954,"Drama, War",6.2
Bang! You're Dead,1954,Drama,6.4
Battle of Rogue River,1954,"Drama, History, Romance",5.7
The Beachcomber,1954,"Comedy, Drama, Romance",6.1
Beachhead,1954,"Drama, War",5.8
Beau Brummell,1954,"Biography, Drama, History",6.4
The Belles of St. Trinian's,1954,"Comedy, Family",6.8
Bengal Brigade,1954,"Adventure, History, War",5.6
Betrayed,1954,"Drama, History, Romance",6.1
The Black Dakotas,1954,"Action, War, Western",5.4
Black Horse Canyon,1954,"Drama, Romance, Western",6.3
The Black Knight,1954,"Adventure, History",5.2
The Black Shield of Falworth,1954,"Adventure, History, Romance",6.5
Black Tuesday,1954,"Crime, Drama, Film-Noir",6.5
Black Widow,1954,"Drama, Film-Noir, Mystery",6.7
Murder by Proxy,1954,"Crime, Drama, Thriller",6.3
The Bob Mathias Story,1954,"Biography, Drama, Sport",5.8
Border River,1954,"Romance, Western",6.2
The Bounty Hunter,1954,"Action, Romance, Western",6.6
The Bowery Boys Meet the Monsters,1954,"Horror, Comedy, Sci-Fi",6.2
The Boy from Oklahoma,1954,Western,5.8
The Bridges at Toko-Ri,1954,"Drama, Romance, War",6.7
A Bullet Is Waiting,1954,"Crime, Drama, Film-Noir",5.5
The Caine Mutiny,1954,"Drama, War",7.7
Cannibal Attack,1954,Adventure,7.1
Captain Kidd and the Slave Girl,1954,"Adventure, Action",5.2
Carmen Jones,1954,"Drama, Musical, Romance",6.8
Casanova's Big Night,1954,"Adventure, Comedy",6.8
Cattle Queen of Montana,1954,"Action, Romance, Western",5.6
The Young Lovers,1954,Drama,6.3
Conflict of Wings,1954,"Comedy, Drama",6.5
The Country Girl,1954,"Drama, Music",7.3
Creature from the Black Lagoon,1954,"Horror, Sci-Fi",7
Seagulls Over Sorrento,1954,"Drama, War",5.6
Crime Wave,1953,"Crime, Drama, Film-Noir",7.4
The Crowded Day,1954,Drama,6.4
Cry Vengeance,1954,"Crime, Drama, Film-Noir",6.5
The Dam Busters,1955,"Drama, History, War",7.4
Dangerous Mission,1954,"Action, Film-Noir, Mystery",5.8
Dawn at Socorro,1954,"Action, Music, Romance",6.4
The Delavine Affair,1955,"Crime, Drama",5.3
Demetrius and the Gladiators,1954,"Action, Drama, History",6.6
The Desperado,1954,"Action, Drama, Romance",6.5
Destry,1954,"Action, Adventure, Music",6.7
Devil Girl from Mars,1954,"Horror, Sci-Fi",5
Dial M for Murder,1954,"Crime, Thriller",8.2
The Diamond,1954,"Crime, Drama, Sci-Fi",5.7
Doctor in the House,1954,Comedy,6.6
Double Jeopardy,1955,"Action, Adventure, Crime",6.3
Down Three Dark Streets,1954,"Crime, Drama, Film-Noir",6.7
Dragnet,1954,"Crime, Drama, Film-Noir",6.7
Drive a Crooked Road,1954,"Crime, Drama, Film-Noir",6.9
Drum Beat,1954,"Adventure, Western",6.4
Drums Across the River,1954,Western,6.3
Duel in the Jungle,1954,Adventure,5.9
Elephant Walk,1953,"Adventure, Drama",6.3
Executive Suite,1954,Drama,7.4
The Fast and the Furious,1954,"Crime, Drama, Mystery",5.4
Fire Maidens from Outer Space,1956,Sci-Fi,2.4
Malaga,1954,"Adventure, Crime, Drama",5.1
Flame and the Flesh,1954,Drama,5.8
"For Better, for Worse",1954,"Comedy, Romance",5.8
Forbidden Cargo,1954,"Crime, Drama",6.5
Four Guns to the Border,1954,"Action, Romance, Western",6.1
Francis Joins the WACS,1954,"Comedy, Fantasy",6.8
The Gambler from Natchez,1954,"Action, Adventure, Mystery",6.8
The Gay Dog,1954,Comedy,6
The Glenn Miller Story,1954,"Biography, Drama, Music",7.3
Go Man Go,1954,"Drama, Sport",6.6
Gog,1954,"Drama, Horror, Romance",5.5
The Golden Idol,1954,Adventure,5.5
The Good Die Young,1954,"Crime, Drama, Thriller",6.7
Gorilla at Large,1954,"Crime, Film-Noir, Mystery",5.4
Gypsy Colt,1954,"Drama, Family, Western",6.4
The Heart of the Matter,1953,Drama,6.8
The House Across the Lake,1954,"Crime, Drama",6.1
Hell Below Zero,1954,"Action, Adventure, Drama",5.9
Hell's Half Acre,1954,"Action, Adventure, Crime",6.3
Her Twelve Men,1954,"Comedy, Drama",6.4
The 'Maggie',1954,Comedy,7
The High and the Mighty,1954,"Action, Adventure, Drama",6.8
Highway Dragnet,1954,"Crime, Drama, Film-Noir",6.3
Hobson's Choice,1954,"Comedy, Drama, Romance",7.7
Human Desire,1954,"Drama, Film-Noir, Romance",7.1
The Human Jungle,1954,"Crime, Drama, Film-Noir",5.7
Impulse,1954,"Crime, Drama, Mystery",6
An Inspector Calls,1954,"Crime, Drama, Mystery",7.5
It Should Happen to You,1954,"Comedy, Romance",7.2
Jail Bait,1954,"Crime, Drama, Film-Noir",3.6
Jesse James' Women,1954,Western,4.5
Jivaro,1954,"Adventure, Romance, Thriller",6.3
Johnny Dark,1954,"Action, Comedy, Drama",6.3
Johnny Guitar,1954,"Drama, Western",7.7
Jubilee Trail,1954,Western,6
Jungle Gents,1954,Comedy,6
Jungle Man-Eaters,1954,Adventure,6.7
Killer Leopard,1954,Adventure,5.8
Killers from Space,1954,"Horror, Mystery, Sci-Fi",3.4
Knock on Wood,1954,Comedy,6.8
The Last Time I Saw Paris,1954,"Drama, Romance",6.2
The Law vs. Billy the Kid,1954,"Romance, Western",5
Lease of Life,1954,Drama,6.8
A Life at Stake,1955,"Drama, Film-Noir",5.8
Living It Up,1954,"Comedy, Musical",6.7
The Lone Gun,1954,"Romance, Western",5.9
Long John Silver,1954,"Action, Adventure, Drama",5.8
The Long Wait,1954,"Adventure, Crime, Drama",6.7
Loophole,1954,"Crime, Drama, Film-Noir",6.6
Lucky Me,1954,"Comedy, Musical, Romance",6.1
Ma and Pa Kettle at Home,1954,Comedy,7.1
Mad About Men,1954,"Comedy, Fantasy",6.3
The Mad Magician,1954,"Horror, Mystery, Thriller",6.5
Make Haste to Live,1954,"Drama, Film-Noir, Thriller",6
Mambo,1954,Drama,5.8
